,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end,doi_1,doi_2,ba_fnd_r,ba_fdt_r,ba_fdt_y,ba_fdt_o
907,2297,1,2004-09-14,200.0,未参评,200000.0,0.0,0.0,200000.0,2122089.35,2122089.35,200000.0,200000.0,2000000.0,2004,2004.0,13.0
908,4705,1,2015年09月24日,370.0,未参评,3905988.0,0.0,0.0,3905988.0,5670724.91,5670724.91,3905988.0,3905988.0,3700000.0,2015,2015.0,2.0
909,4193,1,2014-12-11,200.0,未参评,3450000.0,0.0,2050000.0,1400000.0,5250590.19,5250590.19,3450000.0,3450000.0,2000000.0,2014,2014.0,3.0
912,248,0,1997-05-26,1000.0,4A,11750000.0,7161200.0,9750000.0,9161200.0,150519538.81,151042744.68,18911200.0,18911200.0,10000000.0,1997,1997.0,20.0
913,2132,0,2006-09-28,503.0,未参评,14592919.99,28513608.18,0.0,43106528.17,23711912.54,23786374.24,43106528.17,43106528.17,5030000.0,2006,2006.0,11.0
914,3091,1,2012-06-07,200.0,4A,1670626.0,150000.0,1370626.0,450000.0,5273395.05,5273395.05,1820626.0,1820626.0,2000000.0,2012,2012.0,5.0
915,3168,0,2009-11-19,400.0,未参评,0.0,0.0,0.0,0.0,5667331.33,5667331.33,0.0,0.0,4000000.0,2009,2009.0,8.0
916,1047,0,2008-03-24,460.0,3A,2172000.0,0.0,0.0,2172000.0,12009078.6,12009078.6,2172000.0,2172000.0,4600000.0,2008,2008.0,9.0
917,5343,1,2016-08-17,200.0,--,146173.7,0.0,0.0,146173.7,2007030.45,2007030.45,146173.7,146173.7,2000000.0,2016,2016.0,1.0
918,3217,0,2011-04-20,400.0,--,200000.0,0.0,200000.0,0.0,4796525.61,4796525.61,200000.0,200000.0,4000000.0,2011,2011.0,6.0
919,4077,1,2014年10月21日,200.0,未参评,0.0,0.0,0.0,584000.0,2597643.98,2598643.98,584000.0,0.0,2000000.0,2014,2014.0,3.0
920,3672,1,2014-01-21,1100.0,未参评,21000671.0,1000000.0,0.0,22000671.0,7462910.19,7505240.69,22000671.0,22000671.0,11000000.0,2014,2014.0,3.0
921,2079,1,2013-01-21,200.0,未参评,5056356.1,0.0,0.0,5056356.1,2103192.31,2103192.31,5056356.1,5056356.1,2000000.0,2013,2013.0,4.0
922,1062,0,2004-12-01,600.0,3A,63357.69,0.0,0.0,63357.69,97767155.0,97767155.0,63357.69,63357.69,6000000.0,2004,2004.0,13.0
923,3098,0,2013-04-24,400.0,未参评,1577142.85,0.0,0.0,1577142.85,5294310.3,7511941.85,1577142.85,1577142.85,4000000.0,2013,2013.0,4.0
924,2956,0,2005-02-23,664.0,3A,7794624.3,168000.0,5920000.0,2042624.3,50980817.78,50980817.78,7962624.3,7962624.3,6640000.0,2005,2005.0,12.0
925,4998,1,2016-03-18,200.0,--,1970390.77,0.0,0.0,1970390.77,5707005.93,5845060.93,1970390.77,1970390.77,2000000.0,2016,2016.0,1.0
926,2254,0,1989-02-10,400.0,未参评,2620000.0,0.0,2620000.0,0.0,32759638.07,32759638.07,2620000.0,2620000.0,4000000.0,1989,1989.0,28.0
927,4052,1,2014年09月22日,200.0,未参评,0.0,0.0,0.0,160000.0,2070842.43,2102842.43,160000.0,0.0,2000000.0,2014,2014.0,3.0
928,1329,0,2013-11-21,400.0,未参评,3771732.17,3095560.0,1746126.41,5121165.76,12985562.26,13158843.96,6867292.17,6867292.17,4000000.0,2013,2013.0,4.0
929,4869,1,2015-12-03,200.0,未参评,20000.0,150000.0,0.0,170000.0,1976253.12,2006753.12,170000.0,170000.0,2000000.0,2015,2015.0,2.0
930,3549,0,2013-08-20,400.0,未参评,2100000.0,0.0,0.0,2100000.0,19403341.64,19403341.64,2100000.0,2100000.0,4000000.0,2013,2013.0,4.0
931,2227,1,2012-09-26,3000.0,未参评,3192877.14,0.0,0.0,3192877.14,30341307.16,30488418.28,3192877.14,3192877.14,30000000.0,2012,2012.0,5.0
932,326,0,1988-07-14,400.0,5A,4319700.0,21416.0,4307900.0,33216.0,40863474.27,40863474.27,4341116.0,4341116.0,4000000.0,1988,1988.0,29.0
933,254,0,1989-10-27,800.0,未参评,12120000.0,0.0,7920000.0,4200000.0,18489807.66,18494028.5,12120000.0,12120000.0,8000000.0,1989,1989.0,28.0
934,856,1,2007-05-11,10000.0,4A,22192532.58,0.0,2162532.44,20030000.14,116468799.84,118227520.51,22192532.580000002,22192532.58,100000000.0,2007,2007.0,10.0
935,4274,1,2016年01月19日,200.0,--,0.0,0.0,0.0,5252080.0,5129162.07,5129832.07,5252080.0,0.0,2000000.0,2016,2016.0,1.0
936,4348,1,2015-02-15,200.0,未参评,1638383.02,1229240.0,348540.0,2519083.02,3579484.43,3579784.43,2867623.02,2867623.02,2000000.0,2015,2015.0,2.0
937,2714,0,2011-03-16,400.0,未参评,9947.73,0.0,0.0,9947.73,0.0,0.0,9947.73,9947.73,4000000.0,2011,2011.0,6.0
938,2095,1,2011-11-18,200.0,未参评,192000.0,0.0,0.0,192000.0,2005556.48,2005556.48,192000.0,192000.0,2000000.0,2011,2011.0,6.0
939,4867,1,2015-12-09,200.0,--,3450000.0,0.0,3430000.0,20000.0,265514.83,265514.83,3450000.0,3450000.0,2000000.0,2015,2015.0,2.0
940,344,0,2010-05-24,400.0,未参评,0.0,0.0,0.0,0.0,38935002.08,38935002.08,0.0,0.0,4000000.0,2010,2010.0,7.0
941,2711,0,1992-04-24,400.0,未参评,100000.0,0.0,0.0,100000.0,16987561.56,16987561.56,100000.0,100000.0,4000000.0,1992,1992.0,25.0
942,5466,0,2016-12-21,4000.0,--,0.0,0.0,0.0,0.0,40036510.43,40036510.43,0.0,0.0,40000000.0,2016,2016.0,1.0
943,86,0,1992年11月28日,3000.0,4A,67675412.76,0.0,30893136.0,36782276.76,369849293.05,384763304.05,67675412.75999999,67675412.76,30000000.0,1992,1992.0,25.0
944,5965,0,2016-02-01,400.0,--,466268.24,0.0,466268.24,0.0,1435241.49,1441241.49,466268.24,466268.24,4000000.0,2016,2016.0,1.0
945,5113,1,2016-05-25,200.0,--,1000000.0,0.0,700000.0,300000.0,2966352.02,2966352.02,1000000.0,1000000.0,2000000.0,2016,2016.0,1.0
946,1648,0,1990-05-07,400.0,3A,573385.59,0.0,0.0,573385.59,5656311.59,5701311.59,573385.59,573385.59,4000000.0,1990,1990.0,27.0
947,1716,0,2013-12-18,400.0,未参评,231128.09,0.0,108969.59,122158.5,4709794.39,4711144.39,231128.09,231128.09,4000000.0,2013,2013.0,4.0
948,216,0,2005-12-07,800.0,4A,14671515.0,0.0,0.0,14671515.0,75708457.27,77364787.68,14671515.0,14671515.0,8000000.0,2005,2005.0,12.0
949,1359,0,2012-06-11,500.0,未参评,0.0,0.0,0.0,0.0,4011957.24,4011957.24,0.0,0.0,5000000.0,2012,2012.0,5.0
950,328,0,2013-11-21,400.0,未参评,0.0,0.0,0.0,0.0,4241642.84,5808728.04,0.0,0.0,4000000.0,2013,2013.0,4.0
951,3455,0,2009-05-22,400.0,5A,22050427.5,0.0,22037290.5,13137.0,23224280.68,23284664.39,22050427.5,22050427.5,4000000.0,2009,2009.0,8.0
952,3998,1,2014-09-01,200.0,未参评,0.0,0.0,0.0,0.0,1624833.74,1624833.74,0.0,0.0,2000000.0,2014,2014.0,3.0
953,2487,1,1989-12-01,210.0,4A,1009833.62,0.0,1009833.62,0.0,5015093.06,5034243.06,1009833.62,1009833.62,2100000.0,1989,1989.0,28.0
954,2985,0,2010-06-13,400.0,5A,6156221.96,0.0,6056216.96,100005.0,7155012.91,7355257.33,6156221.96,6156221.96,4000000.0,2010,2010.0,7.0
955,965,1,2010-08-11,200.0,4A,1219762.0,0.0,1179762.0,40000.0,9466528.86,9472009.86,1219762.0,1219762.0,2000000.0,2010,2010.0,7.0
956,206,0,2006-12-18,1500.0,1A,187873807.01,23881949.97,211755756.98,0.0,108814260.49,113000305.66,211755756.98,211755756.98,15000000.0,2006,2006.0,11.0
957,3228,1,2013-02-27,2100.0,未参评,10736000.0,13959000.0,13959000.0,10736000.0,21708078.26,21807777.95,24695000.0,24695000.0,21000000.0,2013,2013.0,4.0
958,282,1,2011-03-29,2000.0,3A,42673635.33,10177760.0,41841255.03,11010140.3,77997544.5,78124791.49,52851395.33,52851395.33,20000000.0,2011,2011.0,6.0
959,1626,1,2012-12-24,200.0,未参评,5184248.3,11616.5,4705391.01,490473.79,2872222.02,2872262.02,5195864.8,5195864.8,2000000.0,2012,2012.0,5.0
960,2093,1,2006-01-20,200.0,未参评,0.0,0.0,0.0,0.0,1785951.42,1785951.42,0.0,0.0,2000000.0,2006,2006.0,11.0
961,1075,1,2012-08-16,200.0,3A,40000.0,0.0,40000.0,0.0,2183790.57,2184190.57,40000.0,40000.0,2000000.0,2012,2012.0,5.0
962,3728,1,2014年03月27日,200.0,未参评,0.0,0.0,0.0,0.0,984765.36,984765.36,0.0,0.0,2000000.0,2014,2014.0,3.0
963,4671,1,2015年09月07日,306.0,未参评,3978605.0,0.0,3158605.0,820000.0,5864323.38,5864323.38,3978605.0,3978605.0,3060000.0,2015,2015.0,2.0
965,4633,1,2015年08月17日,100.0,未参评,0.0,1057180.17,1013547.73,43632.44,1411593.95,5529266.8,1057180.17,1057180.17,1000000.0,2015,2015.0,2.0
966,3317,1,2012-05-09,200.0,未参评,245000.0,0.0,245000.0,0.0,4999273.59,4999273.59,245000.0,245000.0,2000000.0,2012,2012.0,5.0
967,2266,1,2013-05-13,200.0,未参评,0.0,0.0,0.0,0.0,1835592.56,1835592.56,0.0,0.0,2000000.0,2013,2013.0,4.0
968,4661,1,2015-08-10,200.0,未参评,0.0,180648.0,0.0,180648.0,2016751.62,2016751.62,180648.0,180648.0,2000000.0,2015,2015.0,2.0
969,3073,0,2008-05-28,400.0,未参评,0.0,0.0,0.0,0.0,12488796.84,12488796.84,0.0,0.0,4000000.0,2008,2008.0,9.0
970,9,0,2004-09-03,400.0,未参评,50000.0,0.0,50000.0,0.0,397741.07,10397741.07,50000.0,50000.0,4000000.0,2004,2004.0,13.0
971,1678,0,1989-07-12,437.0,未参评,0.0,0.0,0.0,0.0,2927788.77,3867057.13,0.0,0.0,4370000.0,1989,1989.0,28.0
972,2705,0,2008-05-20,400.0,4A,800.0,0.0,0.0,800.0,4931499.2,5778599.2,800.0,800.0,4000000.0,2008,2008.0,9.0
973,5000,1,2016年05月31日,200.0,--,0.0,0.0,0.0,2000000.0,1910840.89,1910840.89,2000000.0,0.0,2000000.0,2016,2016.0,1.0
974,1090,1,2002-12-29,200.0,未参评,0.0,0.0,0.0,0.0,8680370.91,8680370.91,0.0,0.0,2000000.0,2002,2002.0,15.0
975,5197,1,2016年09月12日,200.0,--,2000000.0,0.0,0.0,2000000.0,1996175.56,1996175.56,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
976,1063,0,1997-01-01,400.0,3A,0.0,0.0,0.0,0.0,5932854.12,6182854.12,0.0,0.0,4000000.0,1997,1997.0,20.0
977,2046,1,2008-03-19,300.0,5A,0.0,0.0,0.0,0.0,14561653.06,14561653.06,0.0,0.0,3000000.0,2008,2008.0,9.0
978,3290,1,2005-06-14,2000.0,4A,7008974.0,0.0,6973000.0,35974.0,100428927.75,100429088.78,7008974.0,7008974.0,20000000.0,2005,2005.0,12.0
979,4197,1,2014-12-17,5000.0,未参评,0.0,0.0,0.0,0.0,42709097.81,42709097.81,0.0,0.0,50000000.0,2014,2014.0,3.0
980,3581,1,2013-09-09,200.0,未参评,599576.52,0.0,0.0,599576.52,2660368.13,2660368.13,599576.52,599576.52,2000000.0,2013,2013.0,4.0
981,2751,1,2010-04-20,200.0,未参评,21892734.78,0.0,21892734.78,0.0,46539538.31,89709158.74,21892734.78,21892734.78,2000000.0,2010,2010.0,7.0
984,2740,1,2006-07-19,200.0,3A,3036370.49,0.0,0.0,3036370.49,5967180.97,5977180.97,3036370.49,3036370.49,2000000.0,2006,2006.0,11.0
985,1320,0,2012-12-06,400.0,未参评,3245000.0,0.0,3000000.0,245000.0,3256766.38,6583826.38,3245000.0,3245000.0,4000000.0,2012,2012.0,5.0
986,3191,1,2010-07-27,17600.0,未参评,0.0,0.0,0.0,0.0,131985789.56,138998014.56,0.0,0.0,176000000.0,2010,2010.0,7.0
987,1037,1,2012-08-07,5000.0,未参评,935166.0,0.0,309166.0,626000.0,125152298.43,125156464.43,935166.0,935166.0,50000000.0,2012,2012.0,5.0
988,3904,1,2014-07-11,5000.0,未参评,63062278.26,0.0,30809212.96,32253065.3,66329238.69,66342736.47,63062278.260000005,63062278.26,50000000.0,2014,2014.0,3.0
989,2818,1,2007-06-13,200.0,3A,610000.0,0.0,0.0,610000.0,5647206.45,5647206.45,610000.0,610000.0,2000000.0,2007,2007.0,10.0
990,4384,1,2015-03-18,400.0,未参评,186800.0,0.0,0.0,186800.0,7114988.29,7114988.29,186800.0,186800.0,4000000.0,2015,2015.0,2.0
991,3026,1,2012-02-23,200.0,未参评,4716260.0,0.0,3714815.0,1001445.0,16866990.05,16866990.05,4716260.0,4716260.0,2000000.0,2012,2012.0,5.0
992,4908,1,2015-12-25,2500.0,--,25100000.0,0.0,0.0,25100000.0,22523953.38,22523976.81,25100000.0,25100000.0,25000000.0,2015,2015.0,2.0
994,3881,1,2014年07月03日,200.0,未参评,1067248.0,0.0,1064208.0,3040.0,3206292.48,3209559.48,1067248.0,1067248.0,2000000.0,2014,2014.0,3.0
995,2323,1,2012-07-04,400.0,未参评,2586163.75,0.0,160000.0,2426163.75,9177119.15,9177119.15,2586163.75,2586163.75,4000000.0,2012,2012.0,5.0
996,3543,1,2013年08月06日,500.0,未参评,1562442.23,0.0,1562442.23,0.0,6844279.97,6843576.47,1562442.23,1562442.23,5000000.0,2013,2013.0,4.0
997,4993,1,2016-01-20,200.0,--,901000.0,0.0,0.0,901000.0,2671470.99,2672492.99,901000.0,901000.0,2000000.0,2016,2016.0,1.0
998,207,0,1981-07-28,800.0,5A,350035704.96,77375227.86,419655073.95,7755858.87,471543113.62,495509090.82,427410932.82,427410932.82,8000000.0,1981,1981.0,36.0
999,236,0,1989-03-13,1000.0,5A,432758611.2,38409242.28,471023853.48,144000.0,1122117330.75,2731513922.31,471167853.48,471167853.48,10000000.0,1989,1989.0,28.0
1000,3211,0,2011-12-02,500.0,3A,0.0,0.0,0.0,0.0,3388738.23,3388738.23,0.0,0.0,5000000.0,2011,2011.0,6.0
1001,4851,1,2015年12月09日,505.0,未参评,394174.76,0.0,0.0,394174.76,5046118.34,5152940.86,394174.76,394174.76,5050000.0,2015,2015.0,2.0
1002,141,1,2012年09月29日,200.0,未参评,2517673.6,0.0,0.0,2517673.6,2282612.27,2285658.47,2517673.6,2517673.6,2000000.0,2012,2012.0,5.0
1003,3277,0,2006-04-01,408.0,未参评,458000.0,0.0,0.0,458000.0,6356570.47,6361385.12,458000.0,458000.0,4080000.0,2006,2006.0,11.0
1004,2060,1,2009-09-27,200.0,未参评,2100410.5,1773920.0,0.0,3874330.5,3609840.91,3655202.41,3874330.5,3874330.5,2000000.0,2009,2009.0,8.0
1005,375,1,2009-12-04,400.0,4A,900000.0,0.0,0.0,900000.0,6102273.35,6102273.35,900000.0,900000.0,4000000.0,2009,2009.0,8.0
1006,1817,0,1994-12-01,600.0,未参评,0.0,0.0,0.0,0.0,6677241.8,6677241.8,0.0,0.0,6000000.0,1994,1994.0,23.0
1007,313,1,2013-06-05,410.0,未参评,1242500.0,0.0,830000.0,412500.0,5471345.17,5475845.17,1242500.0,1242500.0,4100000.0,2013,2013.0,4.0
1008,3256,1,2012-10-23,200.0,--,0.0,0.0,0.0,0.0,3786479.25,3786479.25,0.0,0.0,2000000.0,2012,2012.0,5.0
1009,3889,1,2014-07-04,200.0,未参评,3073774.5,0.0,0.0,3073774.5,2283367.43,2383367.43,3073774.5,3073774.5,2000000.0,2014,2014.0,3.0
1010,2085,1,2011-06-10,2000.0,4A,1964340.11,0.0,1964238.9,101.21,40648576.33,40654576.33,1964340.1099999999,1964340.11,20000000.0,2011,2011.0,6.0
1011,1166,1,2010-10-28,200.0,未参评,10249770.17,0.0,8642105.47,1607664.7,18549603.69,18552773.69,10249770.17,10249770.17,2000000.0,2010,2010.0,7.0
1013,3917,1,2014-07-15,200.0,未参评,1200000.0,0.0,0.0,1200000.0,4407811.07,4407811.07,1200000.0,1200000.0,2000000.0,2014,2014.0,3.0
1014,2969,1,2013-06-05,10000.0,未参评,5016000.0,0.0,0.0,5016000.0,59381915.76,100141968.85,5016000.0,5016000.0,100000000.0,2013,2013.0,4.0
1015,5799,1,2011-09-13,200.0,--,700.0,0.0,0.0,450700.0,2055031.47,2060531.47,450700.0,700.0,2000000.0,2011,2011.0,6.0
1016,431,1,2009-08-31,200.0,3A,2000000.0,0.0,0.0,2000000.0,2057231.53,2210735.03,2000000.0,2000000.0,2000000.0,2009,2009.0,8.0
1017,30,1,1992年07月07日,200.0,未参评,0.0,0.0,0.0,0.0,2052411.36,2117078.9,0.0,0.0,2000000.0,1992,1992.0,25.0
1018,2287,0,2007-06-29,400.0,5A,47275830.57,0.0,45625257.4,1650573.17,113019918.04,113056178.98,47275830.57,47275830.57,4000000.0,2007,2007.0,10.0
1019,4277,1,2015-01-15,200.0,未参评,500000.0,0.0,0.0,500000.0,2011863.34,2012431.42,500000.0,500000.0,2000000.0,2015,2015.0,2.0
1020,260,0,1999-04-28,5000.0,3A,17143055.24,16348151.0,22349093.64,11142112.6,128269360.16,128420179.51,33491206.240000002,33491206.24,50000000.0,1999,1999.0,18.0
1021,2837,1,2004-04-28,200.0,未参评,0.0,0.0,0.0,0.0,2071983.82,2071983.82,0.0,0.0,2000000.0,2004,2004.0,13.0
1022,2683,0,2004-02-26,400.0,4A,3910000.0,0.0,0.0,3910000.0,7418766.42,7428766.42,3910000.0,3910000.0,4000000.0,2004,2004.0,13.0
1023,3196,1,2008-08-12,450.0,3A,0.0,0.0,0.0,0.0,6512115.97,6517162.33,0.0,0.0,4500000.0,2008,2008.0,9.0
1024,3773,1,2014-04-22,200.0,未参评,0.0,0.0,0.0,0.0,1953426.2,1953426.2,0.0,0.0,2000000.0,2014,2014.0,3.0
1025,3403,0,2005-08-22,400.0,5A,3998150.99,0.0,3998150.99,0.0,17055024.9,17055024.9,3998150.99,3998150.99,4000000.0,2005,2005.0,12.0
1026,5067,1,2016年08月01日,200.0,--,0.0,0.0,8742156.48,2000000.0,10107353.9,10107353.9,10742156.48,0.0,2000000.0,2016,2016.0,1.0
1027,5066,1,2016年07月29日,200.0,--,0.0,0.0,0.0,2000000.0,2188005.37,2187185.37,2000000.0,0.0,2000000.0,2016,2016.0,1.0
1028,63,0,2006年05月17日,1000.0,4A,15026381.78,5000.0,15004470.54,26911.24,20206478.5,23842401.51,15031381.78,15031381.78,10000000.0,2006,2006.0,11.0
1029,5290,1,2016-09-18,300.0,--,0.0,0.0,0.0,0.0,3005816.79,3006558.29,0.0,0.0,3000000.0,2016,2016.0,1.0
1030,122,0,1993年01月08日,3090.0,未参评,0.0,0.0,0.0,0.0,36714355.33,37801955.33,0.0,0.0,30900000.0,1993,1993.0,24.0
1031,119,1,2010年02月09日,800.0,未参评,3259031.1,0.0,2981505.66,277525.44,28823308.86,28823308.86,3259031.1,3259031.1,8000000.0,2010,2010.0,7.0
1032,3629,1,2014-11-20,200.0,未参评,0.0,0.0,0.0,0.0,10234352.82,10234352.99,0.0,0.0,2000000.0,2014,2014.0,3.0
1033,4853,1,2015-11-27,2500.0,--,2370000.0,0.0,370000.0,2000000.0,31070542.15,31070542.15,2370000.0,2370000.0,25000000.0,2015,2015.0,2.0
1034,1807,0,2003-08-05,1580.0,4A,0.0,0.0,0.0,0.0,17972988.07,17972988.07,0.0,0.0,15800000.0,2003,2003.0,14.0
1035,5081,1,2016年08月09日,200.0,--,2180010.66,0.0,0.0,2179206.7,2144270.72,2144270.72,2179206.7,2180010.66,2000000.0,2016,2016.0,1.0
1036,887,0,2011-07-10,400.0,3A,0.0,0.0,0.0,0.0,14176814.16,14176814.16,0.0,0.0,4000000.0,2011,2011.0,6.0
1037,314,1,2012-05-28,200.0,未参评,81000.0,0.0,0.0,81000.0,2588345.1,2588345.1,81000.0,81000.0,2000000.0,2012,2012.0,5.0
1038,2965,0,2011-08-08,400.0,3A,1293928.67,206880.0,1493808.18,7000.49,5873333.86,5873333.86,1500808.67,1500808.67,4000000.0,2011,2011.0,6.0
1039,5476,1,2016-02-05,200.0,--,426228.74,0.0,106228.74,320000.0,1516164.25,1516164.25,426228.74,426228.74,2000000.0,2016,2016.0,1.0
1040,4322,1,2015-01-16,200.0,未参评,0.0,0.0,0.0,0.0,2004221.09,2004221.09,0.0,0.0,2000000.0,2015,2015.0,2.0
1041,4123,1,2014-06-11,200.0,--,3330.0,0.0,3330.0,0.0,1197903.2,1197903.2,3330.0,3330.0,2000000.0,2014,2014.0,3.0
1042,917,1,2013-10-09,500.0,未参评,0.0,0.0,0.0,0.0,3252491.17,3812391.17,0.0,0.0,5000000.0,2013,2013.0,4.0
1043,4366,1,2015-03-09,500.0,未参评,13157004.58,0.0,13155304.58,1700.0,19167865.68,19218865.68,13157004.58,13157004.58,5000000.0,2015,2015.0,2.0
1044,3031,1,2011-07-15,200.0,3A,495185.33,0.0,0.0,495185.33,5182091.89,5182091.89,495185.33,495185.33,2000000.0,2011,2011.0,6.0
1045,2972,0,2009-03-18,400.0,4A,6031289.9,0.0,6031289.9,0.0,6347225.91,10813342.91,6031289.9,6031289.9,4000000.0,2009,2009.0,8.0
1046,2162,0,2008-02-02,400.0,未参评,2224723.37,30000.0,2254723.37,0.0,4576814.66,4577172.97,2254723.37,2254723.37,4000000.0,2008,2008.0,9.0
1047,4555,1,2015年07月10日,220.0,未参评,0.0,0.0,0.0,0.0,2407430.8,2414780.88,0.0,0.0,2200000.0,2015,2015.0,2.0
1048,959,0,2011-03-31,400.0,3A,889720.0,0.0,0.0,889720.0,9736904.81,9736904.81,889720.0,889720.0,4000000.0,2011,2011.0,6.0
1049,139,1,2012年09月29日,200.0,未参评,0.0,0.0,100000.0,288500.0,3191814.79,5191814.79,388500.0,0.0,2000000.0,2012,2012.0,5.0
1050,230,0,1988-12-25,1000.0,5A,274123381.24,173155153.91,428729527.65,18549007.5,545964935.08,557169855.67,447278535.15,447278535.15,10000000.0,1988,1988.0,29.0
1051,1630,1,2012-04-06,200.0,未参评,0.0,0.0,0.0,0.0,1934366.29,10788663.0,0.0,0.0,2000000.0,2012,2012.0,5.0
1052,210,0,2003-01-07,800.0,3A,23966017.4,0.0,22166017.4,1800000.0,230335597.74,230335597.74,23966017.4,23966017.4,8000000.0,2003,2003.0,14.0
1053,2205,1,2012-04-16,200.0,未参评,4385.0,133000.0,0.0,137385.0,341446.18,341446.33,137385.0,137385.0,2000000.0,2012,2012.0,5.0
1054,3298,1,2012-07-31,2000.0,未参评,4705000.0,4930778.4,8398900.0,1236878.4,33409449.78,34515363.41,9635778.4,9635778.4,20000000.0,2012,2012.0,5.0
1055,3634,0,2014-05-18,400.0,未参评,13529900.0,0.0,13416100.0,113800.0,22165139.21,22395210.81,13529900.0,13529900.0,4000000.0,2014,2014.0,3.0
1056,3405,0,2005-11-05,400.0,3A,6730821.8,2496000.0,0.0,9226821.8,44185589.92,44185589.92,9226821.8,9226821.8,4000000.0,2005,2005.0,12.0
1057,5195,1,2016年09月12日,200.0,--,2000000.0,0.0,0.0,2000000.0,2197527.22,4178523.63,2000000.0,2000000.0,2000000.0,2016,2016.0,1.0
1058,2321,1,2006-05-30,200.0,未参评,0.0,0.0,0.0,0.0,1926905.57,2079586.63,0.0,0.0,2000000.0,2006,2006.0,11.0
1059,1163,1,2010-11-29,200.0,未参评,2000000.0,0.0,0.0,2000000.0,2578068.9,2578068.9,2000000.0,2000000.0,2000000.0,2010,2010.0,7.0
1060,2153,0,2005-08-15,400.0,未参评,1100000.0,0.0,0.0,1100000.0,24883449.84,26233449.84,1100000.0,1100000.0,4000000.0,2005,2005.0,12.0
1061,5013,1,2016-05-23,200.0,--,1500000.0,0.0,0.0,1500000.0,2622592.79,3008327.79,1500000.0,1500000.0,2000000.0,2016,2016.0,1.0
1062,873,1,2012-08-06,220.0,未参评,41600.0,0.0,0.0,41600.0,3408887.71,3408887.71,41600.0,41600.0,2200000.0,2012,2012.0,5.0
1063,4225,1,2014-12-24,200.0,未参评,69880.0,0.0,0.0,69880.0,2062414.37,2085201.37,69880.0,69880.0,2000000.0,2014,2014.0,3.0
1064,956,0,2012-03-13,400.0,未参评,0.0,1536438.6,0.0,1536438.6,4259926.02,4259926.02,1536438.6,1536438.6,4000000.0,2012,2012.0,5.0
1065,2268,1,1995-06-19,210.0,未参评,0.0,0.0,0.0,0.0,2372811.83,2376411.83,0.0,0.0,2100000.0,1995,1995.0,22.0
1066,1640,1,2009-07-22,300.0,未参评,20000000.0,0.0,0.0,20000000.0,24103083.12,34103083.12,20000000.0,20000000.0,3000000.0,2009,2009.0,8.0
1067,4849,1,2015年12月09日,200.0,未参评,2506446.3,0.0,0.0,2506446.3,3715495.14,3720495.14,2506446.3,2506446.3,2000000.0,2015,2015.0,2.0
1068,2870,0,1989-02-01,400.0,未参评,277500.0,0.0,277500.0,0.0,24187504.06,24187504.06,277500.0,277500.0,4000000.0,1989,1989.0,28.0
1070,3167,1,2008-11-27,200.0,未参评,500000.0,0.0,500000.0,0.0,524355.18,524355.18,500000.0,500000.0,2000000.0,2008,2008.0,9.0
1071,1824,1,1995-06-12,200.0,4A,628382.0,0.0,0.0,628382.0,2351055.7,2395223.03,628382.0,628382.0,2000000.0,1995,1995.0,22.0
1072,3021,1,2011-09-01,200.0,未参评,0.0,0.0,0.0,0.0,4274884.11,4274884.11,0.0,0.0,2000000.0,2011,2011.0,6.0
1073,2700,1,2010-01-14,200.0,3A,0.0,0.0,0.0,0.0,4519445.73,4519445.73,0.0,0.0,2000000.0,2010,2010.0,7.0
1074,2697,0,2011-06-16,1000.0,3A,5800000.0,0.0,0.0,5800000.0,21948488.7,21948488.7,5800000.0,5800000.0,10000000.0,2011,2011.0,6.0
1075,1796,0,2009-12-15,400.0,未参评,3201665.1,0.0,0.0,3201665.1,8487442.13,8487542.13,3201665.1,3201665.1,4000000.0,2009,2009.0,8.0
1076,1729,0,2010-05-13,400.0,未参评,1312620.0,0.0,1109000.0,203620.0,11562222.84,11665324.53,1312620.0,1312620.0,4000000.0,2010,2010.0,7.0
1077,22,1,2006年09月05日,200.0,未参评,0.0,27693.05,0.0,27693.05,71306840.47,71873154.17,27693.05,27693.05,2000000.0,2006,2006.0,11.0
1078,437,1,2008-10-08,200.0,4A,0.0,0.0,0.0,0.0,2495168.36,2495168.36,0.0,0.0,2000000.0,2008,2008.0,9.0
1079,5952,1,2007-01-15,200.0,--,14061996.5,0.0,0.0,14061996.5,15263846.5,15263846.5,14061996.5,14061996.5,2000000.0,2007,2007.0,10.0
1080,4984,1,2016年05月21日,300.0,--,3000000.0,0.0,0.0,3000000.0,2997285.8,2997285.8,3000000.0,3000000.0,3000000.0,2016,2016.0,1.0
1081,374,1,2012-06-01,400.0,未参评,2300000.0,0.0,0.0,2300000.0,4302415.73,4302415.73,2300000.0,2300000.0,4000000.0,2012,2012.0,5.0
1082,2845,1,2008-07-02,200.0,--,0.0,0.0,0.0,0.0,101781.14,101781.14,0.0,0.0,2000000.0,2008,2008.0,9.0
1083,1633,1,2008-06-27,200.0,未参评,0.0,0.0,0.0,0.0,6136822.09,6136822.09,0.0,0.0,2000000.0,2008,2008.0,9.0
