,ricf_oid,ba_ntr,ba_fdt,ba_fnd,ba_evl,ao_ad,ao_adn,fa_dine_this,fa_dinu_this,fp_ntt_end,fp_tt_end
613,1677,,2011年06月14日,"5,000万元",未参评,0.00,"6,170,115.00",0.00,"6,170,115.00","61,493,112.84","61,578,941.58"
614,1677,非公募基金会,2011-06-14,"5,000.00",,0.00,"6,170,115.00",0.00,"6,170,115.00","61,493,112.84","61,578,941.58"
615,2485,非公募基金会,2011-06-01,400.00,未参评,"776,595.97",0.00,"776,595.97",0.00,"8,864,261.74","9,164,261.74"
616,5025,非公募基金会,2016-06-12,200.00,--,0.00,0.00,0.00,0.00,"1,571,623.29","1,579,656.29"
617,4454,非公募基金会,2015年05月15日,200.0,未参评,5000000.0,0.0,0.0,5000000.0,2686938.6,2686938.6
618,2081,非公募基金会,2013-05-22,200.00,未参评,"500,000.00",0.00,"500,000.00",0.00,"2,354,430.89","2,417,493.89"
619,4776,非公募基金会,2015年11月06日,200.0,未参评,0.0,0.0,0.0,557500.0,2419434.62,2423334.62
620,2258,公募基金会,1995-08-08,400.00,4A,0.00,0.00,0.00,0.00,"147,279,134.26","147,279,134.26"
621,1730,非公募基金会,2013-05-12,200.00,未参评,0.00,0.00,0.00,0.00,"2,931,158.80","2,931,158.80"
622,49,非公募基金会,2013年07月15日,200.0,未参评,201600.0,0.0,0.0,201600.0,1713392.7,1713392.7
623,97,公募基金会,1992年04月30日,1000.0,未参评,0.0,0.0,0.0,0.0,20752659.61,20752659.61
624,183,公募基金会,1999-07-01,800.00,2A,"12,280,000.00",0.00,"12,280,000.00",0.00,"8,368,845.15","8,422,814.63"
625,3746,非公募基金会,2014-04-11,200.00,未参评,0.00,0.00,0.00,0.00,"2,160,000.00","2,206,354.64"
626,1161,非公募基金会,2010-11-29,200.00,未参评,"279,600.00",0.00,0.00,"279,600.00","2,736,470.93","2,736,470.93"
627,4508,非公募基金会,2015-05-27,200.00,未参评,"2,650,000.00",0.00,0.00,"2,650,000.00","4,519,546.46","4,519,546.46"
628,1874,非公募基金会,2011-06-02,"2,000.00",未参评,"1,600,000.00",0.00,"1,600,000.00",0.00,"20,083,852.80","20,883,852.80"
629,2632,公募基金会,2010-11-29,500.00,未参评,0.00,0.00,0.00,0.00,"10,036,951.65","10,530,951.65"
630,2039,非公募基金会,2010-06-07,"2,000.00",未参评,0.00,0.00,0.00,0.00,"3,524,994,387.98","3,525,009,063.27"
631,2225,非公募基金会,2012-07-09,500.00,未参评,"3,146,516.08",0.00,0.00,"3,146,516.08","260,428.49","260,428.49"
632,4970,公募基金会,2016-02-01,600.00,--,0.00,0.00,0.00,0.00,"10,562,027.16","10,562,027.16"
633,144,非公募基金会,2007年04月17日,225.0,未参评,132074.66,0.0,0.0,132074.66,3092290.69,3093080.69
634,273,公募基金会,2006-09-18,800.00,4A,"33,118,900.00",0.00,"29,837,010.00","3,281,890.00","59,892,979.46","59,951,257.87"
635,2851,公募基金会,2005-11-01,400.00,未参评,"6,546,350.00",0.00,0.00,"6,546,350.00","6,342,737.90","6,399,104.90"
636,1888,公募基金会,2006-07-10,400.00,未参评,0.00,0.00,0.00,0.00,"6,186,266.26","7,186,266.26"
637,1168,公募基金会,1999-11-04,400.00,未参评,"1,903,558.20",0.00,"1,903,558.20",0.00,"11,279,213.99","11,279,213.99"
638,343,公募基金会,2011-03-02,400.00,2A,"1,270,000.00",0.00,"1,270,000.00",0.00,"4,827,555.91","4,827,593.15"
639,932,公募基金会,1992-06-05,400.00,未参评,"2,019,850.09","191,526.00",0.00,"2,211,376.09","20,123,329.66","22,544,640.46"
640,2295,非公募基金会,2013-01-08,200.00,5A,"5,066,829.09",0.00,"407,025.00","4,659,804.09","15,049,166.90","15,049,166.90"
641,924,非公募基金会,2011-08-30,200.00,未参评,"8,382,605.00",0.00,0.00,"8,382,605.00","9,127,662.38","9,127,662.38"
642,3418,非公募基金会,2007-03-19,751.00,2A,0.00,0.00,0.00,0.00,"7,173,793.49","7,216,473.49"
643,2953,非公募基金会,2007-04-20,200.00,5A,0.00,0.00,0.00,0.00,"2,017,153.86","2,017,153.86"
644,5011,非公募基金会,2016-05-13,200.00,--,"214,105.66",0.00,"203,605.66","10,500.00","1,143,537.82","1,144,451.70"
645,2150,非公募基金会,2011-02-13,200.00,未参评,"190,000.00",0.00,0.00,"190,000.00","2,054,217.77","2,054,217.77"
646,5315,非公募基金会,2016年12月02日,200.0,--,2000000.0,0.0,0.0,2000000.0,2001633.43,2001633.43
647,5280,非公募基金会,2016年11月08日,200.0,--,0.0,0.0,0.0,2000000.0,2000731.78,2000731.78
648,1809,公募基金会,2007-10-16,400.00,未参评,0.00,0.00,0.00,0.00,"4,737,470.72","4,737,470.72"
649,4778,非公募基金会,2015年11月06日,200.0,未参评,0.0,0.0,0.0,14639989.86,7018893.04,7025026.3
650,1810,公募基金会,1985-09-01,400.00,未参评,"1,512,892.92","850,797.80",0.00,"2,363,690.72","6,894,541.33","28,132,766.51"
651,2083,非公募基金会,2013-10-25,200.00,未参评,"26,000.00",0.00,0.00,"26,000.00","4,035,430.47","6,035,430.47"
652,3025,公募基金会,1997-06-09,413.70,3A,0.00,0.00,0.00,0.00,"5,774,015.32","5,802,305.06"
653,286,公募基金会,2005-05-23,400.00,未参评,"652,500.00",0.00,0.00,"652,500.00","8,506,350.04","8,506,350.04"
654,151,非公募基金会,1991年04月01日,200.0,未参评,1656854.34,0.0,0.0,1656854.34,2013329.59,4025504.66
655,2102,非公募基金会,2010-09-26,200.00,未参评,"2,610,000.00",0.00,0.00,"2,610,000.00","2,012,021.84","2,012,021.84"
656,2764,非公募基金会,1999-06-18,210.00,3A,"703,000.00",0.00,0.00,"703,000.00","2,107,086.39","2,107,086.39"
657,3649,非公募基金会,2014-01-06,200.00,未参评,0.00,"170,000.00",0.00,"170,000.00","2,001,354.44","2,001,354.45"
658,4556,非公募基金会,2015年07月10日,300.0,未参评,1100000.0,0.0,400000.0,700000.0,8235331.76,8235331.76
659,1681,非公募基金会,2012-12-10,"2,000.00",未参评,"16,833,783.43","5,620,740.00","19,314,485.85","3,140,037.58","33,985,155.83","33,985,155.83"
660,2096,非公募基金会,2012-11-19,200.00,未参评,"33,538.50","139,200.00",0.00,"172,738.50","2,222,196.87","2,222,196.87"
661,1804,公募基金会,2008-11-06,400.00,未参评,"20,000.00",0.00,0.00,"20,000.00","5,046,640.61","5,046,640.61"
662,4235,非公募基金会,2015年08月13日,200.0,未参评,0.0,0.0,0.0,14216.88,2011641.79,2011641.79
663,3813,非公募基金会,2014-05-10,200.00,未参评,0.00,0.00,0.00,0.00,288.28,"10,308.28"
664,4903,非公募基金会,2015-12-23,221.00,--,"3,515,800.10",0.00,0.00,"3,515,800.10","5,642,710.91","5,642,710.91"
665,188,公募基金会,2009-01-12,"1,000.00",4A,"96,520,895.65","77,192,207.20","167,873,164.19","5,839,938.66","154,701,710.02","154,774,200.86"
666,2716,非公募基金会,1995-07-04,210.00,未参评,0.00,"1,153,552.00",0.00,"1,153,552.00","1,598,159.84","1,685,835.04"
667,68,公募基金会,2013年07月15日,400.0,未参评,4069935.4,0.0,3050000.0,1019935.4,16570868.92,16570868.92
668,4223,非公募基金会,2015-01-22,300.00,--,0.00,0.00,0.00,0.00,"286,352.91","286,352.91"
669,3095,公募基金会,2013-02-20,400.00,未参评,"66,000.00",0.00,"60,000.00","6,000.00","4,414,242.39","4,419,964.51"
670,1067,非公募基金会,2004-12-31,200.00,3A,0.00,0.00,0.00,0.00,"10,955,968.46","10,956,313.46"
671,2058,非公募基金会,2013-05-02,305.00,未参评,"2,550,000.00",0.00,0.00,"2,550,000.00","5,979,215.36","6,112,056.16"
672,200,公募基金会,1987-06-10,"1,200.00",4A,"55,749,701.82","149,462,706.20","199,915,832.30","5,296,575.72","229,536,753.91","231,348,728.37"
673,2237,非公募基金会,1992-03-24,210.00,未参评,"4,625,818.81",0.00,0.00,"4,625,818.81","26,524,415.86","26,628,408.48"
674,5069,非公募基金会,2016-03-30,"5,000.00",--,"148,600.00",0.00,0.00,"148,600.00","50,000,648.16","50,012,280.74"
675,2743,非公募基金会,2012-09-04,200.00,未参评,0.00,0.00,0.00,0.00,"1,530,864.44","1,828,864.44"
676,4056,非公募基金会,2014-08-20,200.00,未参评,"666,000.00",0.00,0.00,"666,000.00","3,120,618.01","3,120,618.01"
677,3539,公募基金会,1982-02-08,400.00,5A,"8,815,192.18","4,155,523.47","12,514,315.65","456,400.00","18,047,263.80","18,054,756.20"
678,3207,公募基金会,1988-02-03,"2,870.00",3A,"2,241,964.30",0.00,0.00,"2,241,964.30","54,539,479.85","54,539,479.85"
679,3106,公募基金会,2005-09-27,400.00,未参评,"1,454,000.00",0.00,"1,381,300.00","72,700.00","8,399,301.17","8,399,301.17"
680,3957,公募基金会,2014-08-14,400.00,未参评,"962,044.52","3,000,000.00","7,521.35","3,954,523.17","4,346,692.96","4,346,692.96"
681,1725,公募基金会,2010-10-14,408.50,未参评,"300,000.00","133,469.00","433,469.00",0.00,"4,169,404.34","4,169,404.34"
682,3545,非公募基金会,2013-08-19,200.00,未参评,0.00,0.00,0.00,0.00,"854,589.49","854,589.49"
683,1041,公募基金会,2012-02-29,400.00,未参评,0.00,0.00,0.00,0.00,"5,527,170.98","5,527,170.98"
684,2120,公募基金会,2008-09-03,400.00,未参评,"200,000.00",0.00,0.00,"200,000.00","4,014,814.23","4,214,814.23"
685,1073,公募基金会,2004-11-22,400.00,4A,"11,144,029.38","9,138,071.76","20,282,101.14",0.00,"32,493,626.76","33,879,282.42"
686,1821,公募基金会,1992-05-18,530.00,未参评,"200,000.00",0.00,0.00,"200,000.00","16,747,635.96","16,747,635.96"
687,13,非公募基金会,2010年09月21日,500.0,未参评,8292998.81,965706.0,9258704.81,0.0,31489337.83,31489337.83
688,1245,公募基金会,2009-01-22,400.00,未参评,"321,376.10",0.00,0.00,"321,376.10","6,333,212.00","6,333,212.00"
689,2115,公募基金会,1992-12-31,400.00,未参评,"3,264,212.47","1,452,013.71","4,680,621.03","35,605.15","12,791,232.83","13,018,791.08"
690,3942,非公募基金会,2014-08-04,200.00,未参评,"288,948.00",0.00,0.00,"288,948.00","2,017,810.15","2,019,210.15"
691,93,非公募基金会,2007年01月12日,200.0,未参评,780000.0,0.0,0.0,780000.0,8811894.55,8811894.55
692,83,公募基金会,2005年01月27日,1500.0,未参评,2213300.0,0.0,2013300.0,200000.0,37519754.46,37519754.46
693,4955,非公募基金会,2016-01-04,200.00,--,"253,010.00",0.00,"253,010.00",0.00,"2,138,007.54","2,138,007.54"
694,4460,非公募基金会,2015-05-13,200.00,未参评,"5,600.00",0.00,0.00,"5,600.00","1,675,612.07","2,000,000.00"
695,351,公募基金会,1994-07-06,420.00,5A,"91,512,586.11","77,184.00","91,589,770.11",0.00,"158,231,484.60","162,768,727.11"
696,1056,非公募基金会,2012-04-17,"5,000.00",未参评,0.00,0.00,0.00,0.00,"54,136,831.09","54,806,831.09"
697,1844,非公募基金会,2006-06-16,275.00,3A,0.00,0.00,0.00,0.00,"26,103,642.41","26,103,642.41"
698,1827,非公募基金会,2013-02-05,300.00,未参评,"15,816,575.53",0.00,"15,300,152.05","516,423.48","18,275,874.29","18,289,644.29"
699,967,非公募基金会,2010-10-12,200.00,4A,"1,654,748.00",0.00,"1,651,748.00","3,000.00","8,156,698.55","8,156,708.55"
700,2144,非公募基金会,2013-01-28,200.00,未参评,"223,771.02","51,439.00",0.00,"275,210.02","2,179,738.91","2,674,401.99"
701,11,非公募基金会,2013年06月18日,500.0,未参评,800000.0,0.0,0.0,800000.0,5463377.23,5463377.23
702,123,非公募基金会,1996年02月14日,6000.0,--,0.0,0.0,0.0,0.0,322565913.94,322565913.94
703,3169,公募基金会,2009-11-19,400.00,4A,"6,083,183.32","5,425,406.00","11,467,978.34","40,610.98","8,210,818.23","8,211,973.14"
704,969,公募基金会,2013-11-15,400.00,未参评,0.00,0.00,0.00,0.00,"15,062,344.36","15,062,344.36"
705,4490,非公募基金会,2015年06月03日,200.0,未参评,0.0,0.0,0.0,0.0,1822366.42,1991266.42
706,5271,非公募基金会,2016-07-25,200.00,--,0.00,0.00,0.00,0.00,"2,101,527.35","2,122,727.35"
707,957,公募基金会,1986-06-25,400.00,4A,"918,314.10","559,162.80","1,208,372.80","269,104.10","11,472,001.27","11,472,001.27"
708,6113,非公募基金会,2016-12-30,200.00,--,0.00,0.00,0.00,0.00,0.00,0.00
709,189,公募基金会,1993-02-09,800.00,3A,"25,205,495.00",0.00,"22,881,092.95","2,324,402.05","46,214,206.36","51,675,255.66"
710,909,,2012年12月01日,200万元,未参评,0.00,0.00,0.00,0.00,"1,217,715.21","1,267,715.21"
711,909,非公募基金会,2011-12-01,200.00,,0.00,0.00,0.00,0.00,"1,217,715.21","1,267,715.21"
712,925,公募基金会,1988-06-06,"1,820.00",3A,"2,262.12",0.00,0.00,"2,262.12","21,753,114.44","21,900,155.23"
713,4760,非公募基金会,2015-10-19,200.00,未参评,"6,000.00",0.00,"6,000.00",0.00,0.00,0.00
714,331,非公募基金会,2007-06-01,200.00,3A,"1,638,890.00",0.00,"1,638,890.00",0.00,"4,828,761.72","4,851,985.53"
715,4400,非公募基金会,2015-04-10,"1,000.00",未参评,"2,000,000.00",0.00,0.00,"2,000,000.00","6,828,977.70","6,828,977.70"
716,2130,非公募基金会,2009-05-12,200.00,未参评,"80,000.00",0.00,0.00,"80,000.00","2,621,516.16","2,621,516.16"
717,2277,非公募基金会,2008-05-08,400.00,未参评,"1,290,000.00",0.00,0.00,"1,290,000.00","6,061,417.15","6,061,417.15"
718,2274,非公募基金会,2012-11-13,"1,000.00",未参评,0.00,0.00,0.00,0.00,"9,395,188.59","9,395,188.59"
719,3269,非公募基金会,2008-12-17,200.00,3A,"5,369,578.00",0.00,"2,662,280.00","2,707,298.00","2,099,467.53","2,099,467.53"
720,2828,非公募基金会,1994-08-03,200.00,3A,"2,000.00",0.00,0.00,"2,000.00","2,136,924.97","2,415,544.17"
721,3398,非公募基金会,1996-06-20,400.00,1A,0.00,0.00,0.00,0.00,"5,628,085.08","5,628,085.08"
722,973,公募基金会,2013-12-25,400.00,未参评,"50,000.00",0.00,0.00,"50,000.00","7,815,448.61","8,132,367.92"
723,2241,非公募基金会,2013-06-05,200.00,未参评,"1,340,100.00","19,003.70","19,003.70","1,340,100.00","7,212,136.78","7,445,734.78"
724,4536,非公募基金会,2015-06-17,200.00,未参评,"370,000.00",0.00,0.00,"370,000.00","2,419,297.40","2,423,047.40"
725,4544,非公募基金会,2015-06-29,200.00,--,"94,000.00",0.00,0.00,"94,000.00","2,220,424.78","3,467,524.78"
726,1162,非公募基金会,2010-02-20,200.00,未参评,0.00,0.00,0.00,0.00,"1,015,994.06","1,015,994.06"
727,3638,非公募基金会,2014-01-08,"2,000.00",未参评,"251,406.86","7,527,289.36","241,239.86","7,537,456.36","20,016,888.05","20,235,561.63"
728,4781,非公募基金会,2015年11月06日,500.0,未参评,4640000.0,0.0,0.0,4640000.0,8209298.8,8209298.8
729,1064,公募基金会,2012-02-27,400.00,3A,0.00,0.00,0.00,0.00,"16,165,805.62","16,165,805.62"
730,5200,非公募基金会,2016年09月14日,200.0,--,2000000.0,0.0,0.0,2000000.0,1899208.57,1899208.57
731,2710,公募基金会,1988-06-16,400.00,2A,0.00,"600,000.00","600,000.00",0.00,"5,777,343.71","6,077,343.71"
732,56,公募基金会,1992年03月18日,600.0,5A,5361485.61,0.0,4919343.29,442142.32,8023346.2,8035891.2
733,1837,公募基金会,2009-04-18,400.00,3A,"39,900.00",0.00,"39,900.00",0.00,"5,658,176.25","5,758,176.25"
734,4731,非公募基金会,2015-10-09,"5,000.00",未参评,"237,350,483.48",0.00,0.00,"237,350,483.48","224,783,374.58","224,784,034.58"
735,1172,非公募基金会,2011-09-02,300.00,未参评,"785,704.85",0.00,0.00,"785,704.85","5,019,993.85","5,019,993.85"
736,3711,非公募基金会,2014-03-12,200.00,未参评,"259,374.62",0.00,"249,513.45","9,861.17","2,448,776.97","2,475,603.97"
737,1843,非公募基金会,2012-06-21,409.00,3A,"2,905,978.00",0.00,0.00,"2,905,978.00","11,803,996.22","11,803,996.22"
738,5603,非公募基金会,2016-11-10,200.00,--,"8,147.00",0.00,0.00,"8,147.00","1,999,670.24","2,001,170.24"
739,127,非公募基金会,2012年11月06日,200.0,未参评,1635957.66,0.0,1635957.66,0.0,7972916.65,7972916.65
740,2712,公募基金会,1992-08-07,400.00,未参评,"9,588,159.44","1,519,728.00","11,070,532.18","37,355.26","14,016,445.64","14,016,445.64"
741,3161,非公募基金会,2010-06-22,"2,000.00",3A,"2,833,045.85","72,986.20","2,575,726.89","330,305.16","21,032,097.05","21,998,529.13"
742,4695,非公募基金会,2015-09-14,200.00,未参评,0.00,0.00,0.00,0.00,"1,991,193.03","2,022,393.03"
743,1816,公募基金会,1995-01-24,400.00,未参评,"121,927.50",0.00,0.00,"121,927.50","4,988,516.04","4,988,516.04"
744,3182,公募基金会,2010-12-06,450.00,3A,"2,056,850.00",0.00,0.00,"2,056,850.00","94,362,796.66","94,362,796.66"
745,2848,公募基金会,2002-10-01,400.00,未参评,"98,624,000.00",0.00,"98,624,000.00",0.00,"7,156,835.06","8,291,269.78"
746,5345,非公募基金会,2016-03-27,200.00,--,"2,010,960.50",0.00,0.00,"2,010,960.50","1,382,198.01","1,382,198.01"
747,155,非公募基金会,2005年04月14日,200.0,未参评,0.0,0.0,0.0,350000.0,6864176.57,6864176.57
748,3327,公募基金会,1986-06-20,600.00,5A,"6,959,300.00","8,981,991.79",0.00,"15,941,291.79","13,090,710.19","13,178,550.19"
749,1138,非公募基金会,2012-11-19,200.00,未参评,0.00,"207,500.00",0.00,"207,500.00","1,991,798.17","1,991,798.17"
750,349,公募基金会,2002-10-22,"3,430.00",4A,"129,201.79",0.00,0.00,"129,201.79","107,282,602.40","107,319,602.40"
751,4954,非公募基金会,2016-03-16,200.00,--,"20,000,000.00",0.00,0.00,"20,000,000.00","22,009,640.95","22,009,665.95"
752,3265,公募基金会,2007-12-19,400.00,未参评,"4,850,847.38",0.00,"4,850,847.38",0.00,"12,740,284.39","12,740,125.39"
753,1657,非公募基金会,2012-08-29,200.00,未参评,"160,000.00",0.00,0.00,"160,000.00","2,002,677.88","2,002,677.88"
754,2068,公募基金会,2008-12-28,400.00,5A,"9,743,720.69",0.00,0.00,"9,743,720.69","12,064,244.97","30,219,244.97"
755,274,公募基金会,1992-05-14,"1,000.00",3A,"38,788,104.20","719,884.80","34,359,262.20","5,148,726.80","110,003,124.53","110,536,186.13"
756,72,非公募基金会,2002年01月10日,250.0,3A,0.0,0.0,0.0,0.0,36914170.74,40816938.14
757,2315,非公募基金会,2003-03-27,210.00,未参评,"1,107,800.00",0.00,0.00,"1,107,800.00","2,441,697.75","2,441,697.75"
758,3170,非公募基金会,2012-06-21,"1,500.00",3A,0.00,0.00,0.00,0.00,"5,685,777.81","5,685,777.81"
759,2214,非公募基金会,2012-03-01,200.00,未参评,"5,000.00",0.00,0.00,"5,000.00","4,919,584.42","4,945,195.29"
760,886,非公募基金会,2009-12-03,220.00,4A,"420,000.00",0.00,0.00,"420,000.00","15,164,771.87","15,164,885.31"
761,2834,非公募基金会,1993-09-10,400.00,3A,"18,345,460.87",0.00,"17,345,460.87","1,000,000.00","129,074,873.81","135,006,417.46"
762,4614,非公募基金会,2015-08-17,300.00,未参评,"800,000.00","253,540.00","253,540.00","800,000.00","3,237,623.74","3,237,623.74"
763,3569,非公募基金会,2013-08-30,300.00,未参评,"155,000.00",0.00,0.00,"155,000.00","2,057,015.97","2,247,015.97"
764,2141,非公募基金会,2012-04-26,200.00,未参评,0.00,0.00,0.00,0.00,"1,871,024.68","2,051,024.68"
765,3782,非公募基金会,2014年04月30日,200.0,未参评,637000.0,0.0,224000.0,413000.0,2163567.41,2165314.98
766,1049,非公募基金会,2010-12-18,700.00,未参评,0.00,0.00,0.00,0.00,"13,112,018.95","13,112,018.95"
767,3781,非公募基金会,2014年04月30日,2000.0,未参评,2950350.0,0.0,0.0,2950350.0,23184560.17,23184580.17
768,4333,非公募基金会,2015-02-09,200.00,1A,0.00,0.00,0.00,0.00,"1,844,451.78","2,004,451.78"
769,2676,非公募基金会,2006-12-07,"2,000.00",3A,"9,000,000.00",0.00,"2,500,000.00","6,500,000.00","20,038,751.97","20,242,201.80"
770,1624,非公募基金会,2006-11-24,210.00,未参评,"20,000.00",0.00,0.00,"20,000.00","2,735,107.77","2,735,107.77"
771,5422,,2016年10月26日,500万元,--,"1,550,698.00","390,140.00","710,140.00","1,230,698.00","5,754,123.64","5,834,123.64"
772,3541,非公募基金会,2013-08-15,500.00,未参评,"57,000,000.00",0.00,0.00,"57,000,000.00",单位：人民币元,单位：人民币元
773,1074,非公募基金会,2012-09-26,200.00,未参评,"354,630.28",0.00,"170,000.00","184,630.28","2,190,657.40","2,521,614.80"
774,5509,非公募基金会,2016年12月30日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0
775,5288,非公募基金会,2016年11月18日,200.0,--,2000000.0,0.0,0.0,2000000.0,2000000.0,2000000.0
776,1407,公募基金会,2011-06-01,400.00,3A,0.00,0.00,0.00,0.00,"3,275,095.12","3,275,095.12"
777,2065,非公募基金会,2013-12-20,200.00,未参评,"1,423,646.00",0.00,"1,413,195.00","10,451.00","4,200,503.17","4,200,503.17"
778,2142,非公募基金会,2011-02-13,200.00,未参评,0.00,0.00,0.00,0.00,"1,975,594.59","2,075,594.59"
779,1735,非公募基金会,2013-01-08,"1,000.00",未参评,0.00,0.00,0.00,0.00,"10,485,933.85","10,485,933.85"
780,42,非公募基金会,2011年06月10日,500.0,未参评,804674.0,0.0,0.0,804674.0,6581800.51,6581800.51
781,2273,非公募基金会,2006-08-29,500.00,未参评,"1,341,740.00",0.00,0.00,"1,341,740.00","36,039,654.74","36,041,895.24"
782,52,非公募基金会,1993年01月08日,10000.0,3A,0.0,0.0,0.0,0.0,206464184.0,210994097.5
