,ricf_oid,ba_cn,ba_nfe,ba_hr,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine,fa_dinu,cf_govc,fp_tt_end,Government-Link,Scope
0,3,万科公益基金会,6.0,,0.0,0.0,非公募,2008年09月04日,,3A,17114972.97,79108217.88,0.00,"188,859,345.36",NGF,National
1,8,三江源生态保护基金会,4.0,,0.0,1.0,公募,2012年10月22日,,未参评,0,2350000,0.00,"325,185,494.27",GLF,Regional
2,10,上海七弦古琴文化发展基金会,1.0,,0.0,0.0,非公募,2011年01月28日,,未参评,0,1000,0.0,3974110.41,NGF,Regional
3,11,上海万宇慈善基金会,0.0,,0.0,0.0,非公募,2013年06月18日,,未参评,0,0,0.0,5199189.43,NGF,Regional
4,12,上海世华民族艺术瑰宝回归基金会,2.0,,0.0,0.0,非公募,2009年07月02日,,未参评,0,853520,0.0,"2,263,000.70",NGF,Regional
5,12,上海世华民族艺术瑰宝回归基金会,2.0,,0.0,0.0,非公募,2009年07月02日,,未参评,0,853520,0.0,2263000.7,NGF,Regional
6,13,上海东华大学教育发展基金会,0.0,,0.0,0.0,非公募,2010年09月21日,,未参评,5417686.26,200000,0.0,28092988.98,GLF,Regional
7,14,上海东方文化艺术基金会,4.0,,0.0,0.0,非公募,2009年05月14日,,未参评,0,931200,0.0,2053081.49,GLF,Regional
8,15,上海东方爱心基金会,0.0,,0.0,0.0,非公募,2008年03月20日,,未参评,0,800000,0.0,1939345.94,NGF,Regional
9,16,上海中华职业教育温暖工程基金会,1.0,,0.0,0.0,非公募,2007年09月20日,,未参评,0,312431,0.0,3436540.72,GLF,Regional
10,17,上海中欧国际工商学院教育发展基金会,8.0,,0.0,0.0,非公募,2005年03月28日,,未参评,27064601.98,16692566.52,0.0,146687508.09,NGF,Regional
11,18,上海交响乐团文化发展基金会,2.0,,0.0,0.0,非公募,1992年06月19日,,5A,0,14990323,0.0,82160340.72,GLF,Regional
12,19,上海交通大学教育发展基金会,0.0,,0.0,0.0,非公募,2005年01月27日,,5A,226099199,180000,0.0,1135742027.88,GLF,Regional
13,20,上海仁德基金会,9.0,,0.0,0.0,公募,2011年12月07日,,未参评,4034116.74,211248.62,0.0,7519977.64,NGF,Regional
14,21,上海公安金盾基金会,0.0,,0.0,0.0,公募,2010年07月30日,,未参评,25600000,13400000,0.0,200568092.45,GLF,Regional
15,22,上海兴华教育扶贫基金会,2.0,,0.0,0.0,非公募,2006年09月05日,,未参评,0,5534806.77,0.0,77468903.58,NGF,Regional
16,23,上海兴韦信息技术职业学院教育发展基金会,6.0,,0.0,0.0,非公募,2013年01月04日,,未参评,10485600,500000,0.0,3180686.08,GLF,Regional
17,26,上海华东政法大学教育发展基金会,0.0,,0.0,0.0,非公募,2011年06月10日,,未参评,4643129,101121.04,0.0,10602752.99,GLF,Regional
18,27,上海华东理工大学教育发展基金会,2.0,,0.0,0.0,非公募,2011年10月08日,,未参评,7020291.48,0,0.0,18592980.16,GLF,Regional
19,28,上海华信公益基金会,9.0,,0.0,0.0,非公募,2011年05月03日,,未参评,1100000,12130324.01,20000.0,34568686.85,NGF,Regional
20,29,上海华杰仁爱基金会,2.0,,0.0,0.0,非公募,2005年04月04日,,未参评,0,2100000,0.0,4620002.41,NGF,Regional
21,30,上海发展昆剧基金会,0.0,,0.0,0.0,非公募,1992年07月07日,,未参评,0,0,0.0,2307420.25,GLF,Regional
22,31,上海发展研究基金会,9.0,,0.0,0.0,公募,1993年08月13日,,未参评,300000,523346,0.0,14470914.27,GLF,Regional
23,32,上海同济大学教育发展基金会,0.0,,0.0,0.0,非公募,2006年03月26日,,3A,80757601.59,13082520.38,0.0,243236243.73,GLF,Regional
24,33,上海同济高廷耀环保科技发展基金会,2.0,,0.0,0.0,非公募,2003年10月31日,,未参评,0,155000,0.0,11570475.99,NGF,Regional
25,34,上海向阳公益基金会,3.0,,0.0,0.0,非公募,2011年11月07日,,未参评,0,0,0.0,12991186.62,GLF,Regional
26,35,上海吴孟超医学科技基金会,0.0,,0.0,0.0,非公募,2004年05月26日,,未参评,19776,1552600,0.0,75870792.55,NGF,Regional
27,36,上海唐君远教育基金会,0.0,,0.0,0.0,非公募,1999年05月27日,,5A,0,1945000,0.0,202222179.7,NGF,Regional
28,37,上海商学院教育发展基金会,0.0,,0.0,0.0,非公募,2012年07月10日,,未参评,99759.39,0,0.0,2942795.53,GLF,Regional
29,38,上海喜玛拉雅文化艺术基金会,6.0,,0.0,0.0,非公募,2012年08月20日,,未参评,0,13400000,0.0,2141846.19,NGF,Regional
30,39,上海嘉宝公益基金会,0.0,,0.0,0.0,非公募,2013年01月29日,,未参评,20000000,0,0.0,42524820.93,NGF,Regional
31,41,上海国际经济交流基金会,0.0,,0.0,0.0,公募,1994年03月21日,,未参评,0,0,0.0,13246247.05,GLF,Regional
32,42,上海复大公益基金会,1.0,,0.0,0.0,非公募,2011年06月10日,,未参评,0,300760,0.0,6433381.14,NGF,Regional
33,43,上海复旦大学教育发展基金会,9.0,,0.0,0.0,非公募,2004年06月01日,,5A,251392802.79,6075083.14,0.0,488234072.49,GLF,Regional
34,44,上海复星公益基金会,0.0,,0.0,0.0,非公募,2012年09月29日,,未参评,0,38189248,0.0,15029900.33,NGF,Regional
35,45,上海夏征农民族文化教育发展基金会,3.0,,0.0,0.0,非公募,2008年05月30日,,未参评,0,3641646.22,0.0,3441234.26,NGF,Regional
36,46,上海外国语大学教育发展基金会,6.0,,0.0,0.0,非公募,2009年12月17日,,未参评,2206272.12,2480100,0.0,14950197.26,GLF,Regional
37,47,上海大成慈善基金会,2.0,,0.0,0.0,非公募,2013年12月10日,,未参评,689894.8,300000,0.0,4377419.71,NGF,Regional
38,48,上海天下文化发展基金会,4.0,,0.0,0.0,非公募,2009年12月17日,,未参评,300000,0,0.0,3494642.78,NGF,Regional
39,49,上海宇兴爱心慈善基金会,0.0,,0.0,0.0,非公募,2013年07月15日,,未参评,0,20452,0.0,1805154.32,NGF,Regional
40,50,上海宋庆龄基金会,12.0,,0.0,0.0,公募,1993年12月08日,,5A,54875532.12,164145.68,0.0,575543765.72,GLF,Regional
41,52,上海工商界爱国建设特种基金会,2.0,,0.0,0.0,非公募,1993年01月08日,,3A,0,0,0.0,213806472.97,NGF,Regional
42,53,上海巴斯德健康研究基金会,0.0,,0.0,0.0,非公募,2007年03月14日,,未参评,0,0,0.0,2075490.68,NGF,Regional
43,54,上海市中小学幼儿教师奖励基金会,0.0,,0.0,0.0,公募,2003年04月07日,,未参评,0,1484000,0.0,104512417.45,GLF,Regional
44,55,上海市九段沙湿地自然保护基金会,0.0,,0.0,0.0,公募,2005年03月17日,,未参评,0,502500,0.0,5572111.76,GLF,Regional
45,56,上海市人口福利基金会,0.0,,0.0,0.0,公募,1992年03月18日,,5A,4318517.92,996103.15,0.0,7908511.05,GLF,Regional
46,57,上海市体育发展基金会,10.0,,0.0,0.0,公募,1992年07月21日,,4A,0,6506412.29,506250.0,422390673.43,GLF,Regional
47,58,上海市促进科技成果转化基金会,4.0,,0.0,0.0,非公募,2008年05月07日,,未参评,0,0,0.0,38427535.9,GLF,Regional
48,59,上海市儿童健康基金会,0.0,,0.0,0.0,公募,1992年07月07日,,5A,10987523.9,2102038.55,0.0,25780284.74,NGF,Regional
49,60,上海市儿童基金会,2.0,,0.0,0.0,公募,1992年10月28日,,5A,12181591.8,0,0.0,36887049.07,GLF,Regional
50,62,上海市华东师范大学教育发展基金会,8.0,,0.0,0.0,非公募,2007年12月28日,,4A,52620778.39,1483977.11,0.0,221551059.56,GLF,Regional
51,63,上海市华侨事业发展基金会,6.0,,0.0,0.0,公募,2006年05月16日,,4A,18388957.02,1179692.58,1800000.0,23804324.12,GLF,Regional
52,65,上海市卫生系统青年人才奖励基金会,1.0,,0.0,0.0,非公募,1992年12月21日,,未参评,650000,0,0.0,6151876.82,GLF,Regional
53,66,上海市嘉定区教育奖励基金会,3.0,,0.0,0.0,公募,1992年03月12日,,未参评,2203972.28,40000,0.0,27140124.08,GLF,Regional
54,67,上海市大学生科技创业基金会,5.0,,0.0,0.0,公募,2006年08月15日,,4A,710000,0,19000000.0,1237881206.86,GLF,Regional
55,68,上海市奉贤区教育基金会,0.0,,0.0,0.0,公募,2013年07月15日,,未参评,0,74114.35,0.0,15272523.2,GLF,Regional
56,69,上海市奉贤建设工程科学技术发展基金会,0.0,,0.0,0.0,非公募,2005年04月18日,,3A,0,870000,0.0,23240555.06,GLF,Regional
57,70,上海市安济医疗救助基金会,1.0,,0.0,0.0,非公募,2006年03月29日,,4A,0,3782338.24,0.0,22306516.13,GLF,Regional
58,71,上海市宝山区教育发展基金会,0.0,,0.0,0.0,公募,1992年06月19日,,未参评,1247000,3749425,0.0,8777821.4,GLF,Regional
59,72,上海市应昌期围棋教育基金会,6.0,,0.0,0.0,非公募,2002年01月10日,,3A,0,30000,120000.0,38726925.85,NGF,Regional
60,73,上海市建国社会公益基金会,2.0,,0.0,0.0,非公募,1993年06月18日,,未参评,0,379951,0.0,61920370.8,NGF,Regional
61,74,上海市徐汇区教育基金会,2.0,,0.0,0.0,公募,1992年03月18日,,未参评,6885038.4,100000,0.0,27333950.23,GLF,Regional
62,75,上海市慈善基金会,64.0,,0.0,0.0,公募,1994年05月06日,,5A,562960531.63,255191884.37,27780000.0,2549602757.35,GLF,Regional
63,76,上海市拥军优属基金会,27.0,,0.0,0.0,公募,1995年04月07日,,3A,9640300,14973400,21236756.62,766031525.97,GLF,Regional
64,77,上海市教育发展基金会,9.0,,0.0,0.0,公募,1994年02月08日,,5A,31543617.73,1173859.62,0.0,277703189.46,GLF,Regional
65,78,上海市普陀区教育奖励基金会,1.0,,0.0,0.0,公募,1992年10月19日,,未参评,0,1534173.03,0.0,13936192.47,GLF,Regional
66,79,上海市杨浦区教育奖励基金会,0.0,,0.0,0.0,公募,2003年07月02日,,未参评,0,0,300000.0,4952059.5,GLF,Regional
67,80,上海市残疾人福利基金会,5.0,,0.0,0.0,公募,1993年01月04日,,未参评,2553991.13,2541405.73,0.0,16068556.88,GLF,Regional
68,81,上海市帮困互助基金会,10.0,,0.0,0.0,公募,2003年12月25日,,5A,0,57079583,0.0,146783900.62,GLF,Regional
69,82,上海市浦东新区教育发展基金会,1.0,,0.0,0.0,公募,1992年06月06日,,未参评,0,0,0.0,11413449.48,GLF,Regional
70,83,上海市爱心帮教基金会,7.0,,0.0,0.0,公募,2005年01月27日,,未参评,2040200,100000,0.0,36300223.11,GLF,Regional
71,84,上海市甬协公益基金会,1.0,,0.0,0.0,非公募,2006年04月27日,,未参评,0,270380,0.0,6341987.19,NGF,Regional
72,85,上海市科普基金会,1.0,,0.0,0.0,公募,2005年01月01日,,未参评,600000,3234448.1,0.0,17886530.58,GLF,Regional
73,86,上海市老年基金会,0.0,,0.0,0.0,公募,1992年11月28日,,4A,33475331,44091682.5,56388245.72,391937249.55,GLF,Regional
74,87,上海市职工帮困基金会,0.0,,0.0,0.0,公募,1992年07月16日,,未参评,4000000,170800,28820000.0,89974533.73,GLF,Regional
75,88,上海市自然与健康基金会,1.0,,0.0,0.0,非公募,2004年05月28日,,未参评,0,24758.5,0.0,10176455.32,NGF,Regional
76,89,上海市虹口区教育基金会,0.0,,0.0,0.0,公募,1992年03月18日,,未参评,0,3684200,0.0,13655603.97,GLF,Regional
77,90,上海市长宁区教育基金会,1.0,,0.0,0.0,公募,1992年05月28日,,3A,0,2645679.56,0.0,36889834.51,GLF,Regional
78,91,上海市闵行区中小幼教师奖励基金会,1.0,,0.0,0.0,公募,1992年10月28日,,3A,1077000,4000000,0.0,15099685.57,GLF,Regional
79,92,上海市闸北区教育基金会,0.0,,0.0,0.0,公募,1995年10月25日,,未参评,0,0,0.0,10556797.48,GLF,Regional
80,93,上海市防癌抗癌事业发展基金会,2.0,,0.0,0.0,非公募,2007年01月12日,,未参评,0,1000000,0.0,9237640.85,GLF,Regional
81,94,上海市青少年发展基金会,1.0,,0.0,0.0,公募,1992年08月10日,,5A,14822943.19,0,0.0,141738523.02,GLF,Regional
82,95,上海市青年创业就业基金会,1.0,,0.0,0.0,公募,2010年02月02日,,未参评,0,876620.7,0.0,20216272.13,GLF,Regional
83,96,上海市青浦区教育基金会,2.0,,0.0,0.0,公募,2007年06月08日,,未参评,0,670100,0.0,27034057.41,GLF,Regional
84,97,上海市静安区教育基金会,1.0,,0.0,0.0,公募,1992年04月30日,,未参评,0,5068568.97,0.0,24075982.29,GLF,Regional
85,98,上海市黄浦区教育基金会,2.0,,0.0,0.0,公募,1992年05月28日,,3A,130000,0,0.0,68718635.67,GLF,Regional
86,99,上海师范大学教育发展基金会,0.0,,0.0,0.0,非公募,2008年10月09日,,4A,0,10903893.66,0.0,29329808.66,GLF,Regional
87,102,上海思麦公益基金会,6.0,,0.0,0.0,非公募,2011年12月19日,,未参评,867592.01,1241290,0.0,2504448.46,NGF,Regional
88,103,上海恩德公益基金会,0.0,,0.0,0.0,非公募,2010年08月24日,,未参评,0,0,0.0,5021789.49,NGF,Regional
89,104,上海慈慧公益基金会,16.0,,0.0,0.0,非公募,2011年02月26日,,未参评,12080333.82,2300214.1,0.0,16715978.38,NGF,Regional
90,105,上海慈源爱心基金会,1.0,,0.0,0.0,非公募,2007年12月28日,,未参评,0,160000,0.0,2009386.6,GLF,Regional
91,106,上海文化发展基金会,20.0,,0.0,0.0,公募,1992年08月10日,,未参评,21751000,0,78855820.0,290490822.64,GLF,Regional
92,107,上海文学发展基金会,0.0,,0.0,0.0,公募,1991年01月02日,,未参评,0,900000,0.0,23686165.57,GLF,Regional
93,109,上海新建桥老龄事业发展基金会,0.0,,0.0,0.0,非公募,2008年04月19日,,未参评,0,268958,0.0,4988372.18,NGF,Regional
94,110,上海新泰高新技术研究与发展基金会,0.0,,0.0,0.0,非公募,2001年02月09日,,未参评,0,0,0.0,38406071.11,GLF,Regional
95,111,上海明德公益基金会,3.0,,0.0,0.0,非公募,2011年12月14日,,未参评,0,603817.2,0.0,2135204.36,NGF,Regional
96,112,上海曙光中医药研究发展基金会,2.0,,0.0,0.0,非公募,2009年05月20日,,4A,2498000,13000,0.0,4105973.26,NGF,Regional
97,114,上海木兰教育基金会,5.0,,0.0,0.0,非公募,2006年11月09日,,未参评,323500,0,0.0,2634375.17,NGF,Regional
98,116,上海民生公益基金会,1.0,,0.0,0.0,非公募,2010年02月09日,,未参评,32000,2770766.4,0.0,31382544.92,NGF,Regional
99,117,上海民生艺术基金会,3.0,,0.0,0.0,非公募,2010年09月21日,,未参评,300000,100142,0.0,800992914.75,NGF,Regional
100,118,上海水资源保护基金会,2.0,,0.0,0.0,公募,2007年12月28日,,未参评,0,19960,0.0,13498731.16,GLF,Regional
101,119,上海汇添富公益基金会,0.0,,0.0,0.0,非公募,2010年02月09日,,未参评,6403173.42,3217507.82,0.0,30160492.78,NGF,Regional
102,120,上海汉庭社会公益基金会,0.0,,0.0,0.0,非公募,2009年01月07日,,未参评,0,818050,0.0,5157923.29,NGF,Regional
103,122,上海汽车工业教育基金会,3.0,,0.0,0.0,公募,1993年01月08日,,未参评,0,0,0.0,37788386.79,NGF,Regional
104,123,上海汽车工业科技发展基金会,4.0,,0.0,0.0,非公募,1996年02月14日,,,0,0,0.0,327082430.0,NGF,Regional
105,124,上海沪利历史建筑和都市改造基金会,0.0,,0.0,0.0,非公募,2008年10月09日,,未参评,0,1351000,0.0,2115368.76,GLF,Regional
106,125,上海浦东新区社会发展基金会,8.0,,0.0,0.0,公募,1994年04月01日,,4A,13706529.16,0,0.0,93780823.98,GLF,Regional
107,126,上海浦发公益基金会,1.0,,0.0,0.0,非公募,2008年05月07日,,未参评,0,1514000,0.0,29421907.45,NGF,Regional
108,127,上海海事大学教育发展基金会,2.0,,0.0,0.0,非公募,2012年11月06日,,未参评,2804730.6,0,0.0,8324550.74,GLF,Regional
109,129,上海淑德公益基金会,3.0,,0.0,0.0,非公募,2012年11月06日,,未参评,0,220000,0.0,785952.56,NGF,Regional
110,130,上海特殊关爱基金会,3.0,,0.0,0.0,非公募,2008年07月31日,,4A,4310037,150200.01,0.0,13128155.17,NGF,Regional
111,131,上海现代服务业发展研究基金会,2.0,,0.0,0.0,公募,2012年04月09日,,未参评,1145949.89,886699,0.0,25274891.0,GLF,Regional
112,133,上海电力学院教育发展基金会,0.0,,0.0,0.0,非公募,2010年02月12日,,未参评,0,1267846.5,0.0,10572596.0,GLF,Regional
113,134,上海百马慈善基金会,1.0,,0.0,0.0,非公募,2008年10月22日,,未参评,0,283100,0.0,2255371.27,NGF,Regional
114,135,上海盛立公益基金会,2.0,,0.0,0.0,非公募,2012年03月29日,,未参评,0,1546218,0.0,3688319.89,NGF,Regional
115,136,上海真爱梦想公益基金会,35.0,,0.0,0.0,,2008年08月14日,,5A,73193831.14,19102418.37,0.0,138555527.34,NGF,Regional
116,137,上海科技发展基金会,2.0,,0.0,0.0,公募,1992年01月30日,,未参评,0,30879927.8,0.0,84482169.29,GLF,Regional
117,138,上海科普教育发展基金会,5.0,,0.0,0.0,公募,2001年10月23日,,5A,325888.88,2990700,1149106.6,95153046.63,GLF,Regional
118,139,上海立信会计学院潘序伦教育发展基金会,0.0,,0.0,0.0,非公募,2012年09月29日,,未参评,200460,181980,0.0,5040088.35,GLF,Regional
119,140,上海第一财经公益基金会,3.0,,0.0,0.0,非公募,2013年07月15日,,未参评,940823.6,0,0.0,4420059.75,NGF,Regional
120,141,上海美丽心灵社区公益基金会,5.0,,0.0,0.0,非公募,2012年09月29日,,未参评,0,3303799.51,0.0,2975803.38,NGF,Regional
121,142,上海联劝公益基金会,15.0,,0.0,0.0,公募,2009年12月17日,,未参评,35918394.34,15465879.18,20000.0,40403727.18,NGF,Regional
122,143,上海联和新泰战略研究与发展基金会,1.0,,0.0,0.0,非公募,2001年02月12日,,未参评,0,0,0.0,125011363.67,NGF,Regional
123,144,上海能近公益基金会,1.0,,0.0,0.0,非公募,2007年04月17日,,未参评,0,542070.2,0.0,3250492.33,NGF,Regional
124,145,上海视觉艺术学院教育发展基金会,0.0,,0.0,0.0,非公募,2012年12月05日,,未参评,0,1000000,0.0,102401499.65,GLF,Regional
125,146,上海财经大学教育发展基金会,6.0,,0.0,0.0,非公募,2008年10月31日,,未参评,0,24584103.67,0.0,60057024.13,GLF,Regional
126,147,上海郑桓公文化研究基金会,2.0,,0.0,0.0,非公募,2010年08月26日,,未参评,0,0,0.0,11454714.76,NGF,Regional
127,148,上海金山卫镇为民大病重病帮扶基金会,0.0,,0.0,0.0,非公募,2010年02月09日,,未参评,0,0,2010000.0,6681813.44,GLF,Regional
128,149,上海钟笑炉集邮基金会,0.0,,0.0,0.0,非公募,1992年03月30日,,未参评,0,0,0.0,2686286.0,GLF,Regional
129,150,上海长江出版交流基金会,0.0,,0.0,0.0,非公募,2006年09月27日,,未参评,0,1046465,1694750.0,8124776.04,NGF,Regional
130,151,上海阎宝航社会公益基金会,9.0,,0.0,0.0,非公募,1991年04月01日,,未参评,3010000,2000000,0.0,2564711.79,NGF,Regional
131,152,上海阮仪三城市遗产保护基金会,1.0,,0.0,0.0,非公募,2006年05月26日,,未参评,0,464847.84,0.0,2588898.48,GLF,Regional
132,154,上海韩哲一教育扶贫基金会,0.0,,0.0,0.0,非公募,2010年03月08日,,未参评,360000,56000,0.0,6304509.29,NGF,Regional
133,155,上海颜德馨中医药基金会,0.0,,0.0,0.0,非公募,2005年04月14日,,未参评,0,140000,0.0,7099859.31,NGF,Regional
134,156,东丰县见义勇为基金会,2.0,,2.0,0.0,非公募,2011年04月18日,,未参评,0,1100000,0.00,"3,018,361.28",GLF,Regional
135,158,东北师大附中教育发展基金会,0.0,,0.0,0.0,非公募,2010年07月09日,,未参评,351272,2707235.5,0.00,"11,547,985.64",GLF,Regional
136,159,东北师范大学教育基金会,1.0,,0.0,0.0,非公募,2010年05月13日,,未参评,31069064.85,30500,0.00,"41,718,296.84",GLF,Regional
137,172,东营市见义勇为基金会,3.0,,0.0,0.0,公募,2011年04月15日,,未参评,0,0,0.00,"22,370,008.74",GLF,Regional
138,175,东风公益基金会,3.0,,0.0,0.0,非公募,2012年05月15日,,未参评,5910000,6700000.02,0.00,"56,221,659.28",NGF,National
139,177,中兴通讯公益基金会,1.0,,0.0,0.0,非公募,2012年10月30日,,未参评,871398.54,1377551.75,0.00,"50,110,803.73",NGF,National
140,178,中华健康快车基金会,9.0,,0.0,1.0,公募,2002年08月02日,,4A,9041667.51,20084717.37,0.00,"69,759,958.88",GLF,National
141,179,中华全国体育基金会,4.0,,2.0,1.0,公募,1994年04月01日,,4A,69369205.37,13567717.75,0.00,"1,029,470,146.5",GLF,National
142,180,中华农业科教基金会,13.0,,0.0,0.0,公募,1995年10月25日,,未参评,0,0,0.00,"171,997,754.19",GLF,National
143,181,中华同心温暖工程基金会,7.0,,0.0,1.0,公募,2011年10月25日,,3A,20537000,6000000,0.00,"45,045,530.52",GLF,National
144,182,中华国际医学交流基金会,10.0,,0.0,0.0,公募,1988年06月13日,,3A,0,108250178.79,0.00,"110,737,927.68",GLF,National
145,183,中华国际科学交流基金会,9.0,,0.0,0.0,公募,1999年07月01日,,2A,6500000,736875,0.00,"8,302,815.6",GLF,National
146,184,中华少年儿童慈善救助基金会,20.0,,0.0,0.0,公募,2009年09月10日,,3A,184800477.8,5871598.99,0.00,"158,739,407.1",GLF,National
147,185,中华思源工程扶贫基金会,37.0,,1.0,1.0,公募,2007年03月22日,,4A,176333070.39,80633.74,"1,000,000.00","186,825,289.87",GLF,National
148,186,中华文学基金会,26.0,,0.0,1.0,公募,1986年06月14日,,1A,10163000,0,0.00,"25,636,961.5",GLF,National
149,187,中华环境保护基金会,23.0,,0.0,1.0,公募,1993年03月03日,,5A,43532069.85,458208.38,0.00,"140,195,051.84",GLF,National
150,188,中华社会救助基金会,27.0,,0.0,1.0,公募,2009年01月12日,,4A,149376678.35,3213900.97,"1,000,000.00","107,734,852.4",GLF,National
151,189,中华社会文化发展基金会,12.0,,0.0,0.0,公募,1993年02月09日,,3A,35655357,4808341,0.00,"56,263,884.33",GLF,National
152,190,中华艺文基金会,3.0,,0.0,1.0,非公募,2013年06月25日,,未参评,0,0,0.00,"126,524,209.74",GLF,National
153,191,中华见义勇为基金会,12.0,,4.0,5.0,公募,1993年06月01日,,3A,14823000,3081946,0.00,"134,537,038.43",GLF,National
154,193,中南大学教育基金会,7.0,,0.0,1.0,非公募,2011年03月04日,,4A,48475341.5,2925260.2,0.00,"295,385,586.17",GLF,National
155,195,中南财经政法大学教育发展基金会,2.0,,0.0,0.0,非公募,2009年12月24日,,未参评,693000,3684225,0.00,"22,709,367.59",GLF,Regional
156,197,中国下一代教育基金会,16.0,,0.0,2.0,公募,2010年07月09日,,4A,157798776.24,21380244.85,"1,000,000.00","188,943,742.01",GLF,National
157,198,中国交响乐发展基金会,5.0,,0.0,0.0,公募,1994年07月05日,,3A,0,3305104.39,0.00,"8,622,045.85",GLF,National
158,199,中国京剧艺术基金会,3.0,,0.0,0.0,公募,1992年11月23日,,未参评,100000,0,"4,300,000.00","29,268,733.31",GLF,National
159,200,中国人口福利基金会,33.0,,0.0,1.0,公募,1987年06月10日,,4A,188746756.32,7439355.92,"19,361,800.00","208,712,190.44",GLF,National
160,201,中国人寿慈善基金会,0.0,,0.0,0.0,非公募,2007年06月16日,,3A,0,30000000,0.00,"130,338,127.15",NGF,National
161,202,中国人权发展基金会,23.0,,0.0,3.0,公募,1994年08月15日,,未参评,10533814.1,2005504,"981,056.21","51,243,018.52",GLF,National
162,203,中国企业管理科学基金会,6.0,,0.0,0.0,公募,1987年03月20日,,3A,0,0,0.00,"25,143,490.71",GLF,National
163,205,中国保护消费者基金会,8.0,,0.0,0.0,公募,1989年11月27日,,1A,0,0,0.00,"11,617,626.53",GLF,National
164,206,中国健康促进基金会,27.0,,0.0,0.0,公募,2006年12月18日,,1A,147445758.5,0,"1,000,000.00","110,256,378.71",GLF,National
165,207,中国儿童少年基金会,42.0,,0.0,3.0,公募,1981年07月28日,,5A,366405831.11,14616340.19,"1,000,000.00","535,592,044.58",GLF,National
166,208,中国光华科技基金会,72.0,,0.0,0.0,公募,1993年06月09日,,5A,616578224.25,0,"800,000.00","640,605,678.18",GLF,National
167,209,中国光彩事业基金会,7.0,,0.0,1.0,公募,2005年06月14日,,4A,115793018.51,0,0.00,"248,049,927.45",GLF,National
168,210,中国公安民警英烈基金会,7.0,,1.0,1.0,公募,2003年01月07日,,3A,12326675.42,351000,0.00,"209,524,490.02",GLF,National
169,211,中国关心下一代健康体育基金会,7.0,,0.0,0.0,公募,2003年10月10日,,1A,7941146.1,12918.5,"7,000.00","13,881,268.64",GLF,National
170,212,中国农业大学教育基金会,4.0,,0.0,1.0,非公募,2009年09月02日,,4A,42122777.35,65459.23,0.00,"86,245,471.13",GLF,National
171,213,中国出生缺陷干预救助基金会,6.0,,0.0,2.0,公募,2011年05月24日,,3A,6874726,12349.76,"179,400,000.00","180,189,139.91",GLF,National
172,214,中国初级卫生保健基金会,10.0,,0.0,1.0,公募,1996年12月30日,,4A,589306427.98,7474812.24,0.00,"358,878,525.41",GLF,National
173,215,中国医学基金会,7.0,,0.0,0.0,公募,1987年07月08日,,2A,19282705.73,445396.57,0.00,"9,149,581.01",GLF,National
174,216,中国医药卫生事业发展基金会,20.0,,0.0,0.0,公募,2005年12月07日,,4A,0,1260195,0.00,"87,869,996.02",GLF,National
175,217,中国华侨公益基金会,14.0,,0.0,1.0,公募,1998年10月05日,,4A,75613524.83,364122.73,0.00,"119,403,327.58",GLF,National
176,218,中国华夏文化遗产基金会,10.0,,0.0,0.0,公募,2007年08月28日,,3A,9105000,1530000,0.00,"37,952,956.24",GLF,National
177,219,中国华文教育基金会,14.0,,0.0,1.0,公募,2004年09月30日,,4A,2000000,27324220,0.00,"58,940,045.66",GLF,National
178,220,中国博士后科学基金会,16.0,,0.0,3.0,公募,1990年01月06日,,未参评,0,155,"1,225,866,950.84","326,776,360.75",GLF,National
179,221,中国友好和平发展基金会,15.0,,0.0,0.0,公募,1996年05月15日,,4A,32036774.2,1757470.61,0.00,"192,101,598.09",GLF,National
180,222,中国发展研究基金会,26.0,,0.0,3.0,公募,1997年11月27日,,4A,74182510.88,0,"731,000.00","268,312,804.69",GLF,National
181,223,中国古生物化石保护基金会,4.0,,0.0,0.0,公募,2008年10月30日,,3A,0,299136.18,"1,334,800.00","11,844,240.7",GLF,National
182,224,中国听力医学发展基金会,5.0,,0.0,0.0,公募,1995年04月06日,,2A,4600971.78,500,0.00,"11,928,219.92",GLF,National
183,225,中国和平发展基金会,24.0,,0.0,2.0,非公募,2011年01月14日,,3A,0,590000,0.00,"320,536,725.61",GLF,National
184,227,中国国际文化交流基金会,1.0,,0.0,0.0,公募,1984年07月05日,,3A,12376600,2000000,0.00,"44,720,860.73",GLF,National
185,228,中国国际问题研究基金会,8.0,,0.0,1.0,公募,1998年06月10日,,未参评,0,1694722,"90,000.00","17,165,629.7",GLF,National
186,230,中国妇女发展基金会,58.0,,0.0,4.0,公募,1988年12月25日,,5A,512905745.16,21960314.36,0.00,"414,481,747.62",GLF,National
187,231,中国孔子基金会,35.0,,0.0,0.0,公募,1984年09月20日,,3A,1635025.33,751300,"10,000,000.00","58,918,506.69",GLF,National
188,233,中国少年儿童文化艺术基金会,12.0,,0.0,0.0,公募,1991年03月05日,,3A,2504527.52,13884724.75,0.00,"29,931,089.8",GLF,National
189,234,中国少数民族文化艺术基金会,,,,,公募,1988年08月13日,,,19105472.5,1359577.5,0.00,"12,797,334.42",GLF,National
190,235,中国志愿服务基金会,9.0,,0.0,2.0,公募,2009年02月16日,,4A,5863100,13524814,0.00,"92,223,753.04",GLF,National
