,ricf_oid,ba_cn,ba_nfe,ba_hr,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine,fa_dinu,cf_govc,fp_tt_end,Government-Link,Scope
562,2086,河南大相国寺慈善基金会,3.0,,0.0,0.0,非公募,2013年08月05日,,,0,21785,0.00,"3,866,118.25",NGF,Regional
563,2090,河南省东方文化艺术基金会,1.0,,0.0,0.0,非公募,2013年10月31日,,未参评,0,810000,0.00,"2,998,297.05",GLF,Regional
564,2094,河南省中原老龄产业发展基金会,1.0,,0.0,0.0,非公募,2011年12月19日,,未参评,0,0,0.00,"2,153,966.93",GLF,Regional
565,2095,河南省丹阳助老基金会,1.0,,0.0,0.0,非公募,2011年11月30日,,未参评,0,176600,0.00,"1,995,724.15",NGF,Regional
566,2096,河南会善助老基金会,1.0,,0.0,0.0,非公募,2012年11月19日,,未参评,0,179300,0.00,"2,121,930.88",NGF,Regional
567,2096,河南会善助老基金会,1.0,,0.0,0.0,非公募,2012年11月19日,,未参评,0,179300,0.00,"2,121,930.88",NGF,Regional
568,2097,河南省体育发展基金会,3.0,,0.0,0.0,公募,2013年03月26日,,未参评,9220000,0,"18,282.93","5,514,649.97",GLF,Regional
569,2100,河南省公安民警英烈基金会,11.0,,0.0,0.0,公募,2006年02月21日,,未参评,0,6010480,0.00,"34,687,511.53",GLF,Regional
570,2101,河南省关心下一代基金会,3.0,,0.0,1.0,公募,2011年03月24日,,未参评,1050000,500000,0.00,"6,052,273.32",GLF,Regional
571,2102,河南省兴达爱心基金会,0.0,,0.0,0.0,非公募,2010年09月26日,,未参评,0,6000,0.00,"2,007,116.54",NGF,Regional
572,2103,河南省华夏历史文明传承创新基金会,1.0,,0.0,0.0,非公募,2012年09月04日,,未参评,0,0,0.00,"6,027,324.51",GLF,Regional
573,2111,河南省善福缘老龄基金会,2.0,,0.0,0.0,非公募,2012年09月10日,,未参评,21244.7,2003000,0.00,"2,135,065.09",GLF,Regional
574,2113,河南省大爱文化艺术发展基金会,2.0,,0.0,0.0,非公募,2013年08月28日,,未参评,0,814800,0.00,"2,485,293.91",NGF,Regional
575,2115,河南省宋庆龄基金会,38.0,,0.0,0.0,公募,1992年12月31日,,未参评,129125610.5,25461.84,0.00,"16,192,487.78",GLF,Regional
576,2116,河南省宋河老子国学教育基金会,4.0,,0.0,1.0,非公募,2010年07月22日,,未参评,0,601917,0.00,"23,550,521.87",NGF,Regional
577,2117,河南省宝桥助学基金会,0.0,,0.0,0.0,非公募,2006年11月06日,,未参评,0,0,0.00,"3,143,809.53",NGF,Regional
578,2121,河南省平煤医疗风险救助基金会,3.0,,0.0,0.0,非公募,2010年01月25日,,未参评,0,0,0.00,"2,137,049.79",NGF,Regional
579,2122,河南省康泰扶贫助困基金会,2.0,,0.0,0.0,非公募,2010年07月28日,,未参评,0,0,0.00,"17,212.44",NGF,Regional
580,2124,河南省张清丰敬老助老基金会,3.0,,0.0,0.0,非公募,2012年08月22日,,未参评,200000,0,0.00,"2,192,288.5",NGF,Regional
581,2127,河南省拥军优属基金会,4.0,,0.0,0.0,公募,2010年02月05日,,未参评,0,699651.97,0.00,"8,646,641.95",GLF,Regional
582,2128,河南省教育发展基金会,3.0,,0.0,0.0,公募,1998年07月15日,,未参评,10621166,78000,0.00,"36,003,266.97",GLF,Regional
583,2129,河南省文化产业发展基金会,3.0,,0.0,0.0,公募,2007年12月29日,,未参评,0,60000,0.00,"6,343,134.36",GLF,Regional
584,2133,河南省民营企业信用发展基金会,3.0,,0.0,0.0,非公募,2011年08月16日,,未参评,3000000,0,0.00,"2,255,549.08",NGF,Regional
585,2138,河南省爱心事业基金会,5.0,,0.0,0.0,公募,2011年12月02日,,未参评,0,6000000,0.00,"6,131,522.02",GLF,Regional
586,2139,河南省爱心助残基金会,3.0,,0.0,0.0,非公募,2010年12月13日,,未参评,0,0,0.00,"2,003,684.83",GLF,Regional
587,2140,河南省爱心助老基金会,5.0,,0.0,0.0,公募,2010年04月12日,,未参评,478865.77,3611585.52,0.00,"4,092,000.08",NGF,Regional
588,2141,河南省爱心基金会,5.0,,0.0,0.0,非公募,2012年05月03日,,未参评,0,434000,0.00,"2,051,163.7",NGF,Regional
589,2142,河南省王超斌慈善基金会,0.0,,0.0,0.0,非公募,2011年03月01日,,未参评,0,0,0.00,"2,076,194.59",NGF,Regional
590,2145,河南省羚锐老区扶贫帮困基金会,3.0,,0.0,0.0,非公募,2008年01月11日,,未参评,0,1375257,0.00,"2,215,010.53",NGF,Regional
591,2146,河南省老区建设基金会,2.0,,0.0,0.0,公募,1994年03月29日,,未参评,0,0,0.00,"19,710,436.36",GLF,Regional
592,2147,河南省老年文化事业发展基金会,6.0,,0.0,0.0,公募,2013年02月16日,,未参评,0,456000,0.00,"4,320,869.85",GLF,Regional
593,2149,河南省老龄产业发展基金会,4.0,,0.0,0.0,公募,2012年06月21日,,未参评,0,151630,0.00,"1,610,035.63",GLF,Regional
594,2151,河南省荆浩非物质文化遗产传承发展基金会,5.0,,0.0,0.0,非公募,2013年07月19日,,未参评,0.00,0.00,0.00,"742,840.94",GLF,Regional
595,2153,河南省见义勇为基金会,11.0,,0.0,0.0,公募,2005年08月15日,,未参评,0,3000000,"3,000,000.00","25,873,498.33",GLF,Regional
596,2157,河南省银龄基金会,7.0,,0.0,0.0,非公募,2011年11月18日,,未参评,0,731334,0.00,"2,848,998.95",NGF,Regional
597,2158,河南省阳光助老基金会,0.0,,0.0,0.0,公募,2012年11月23日,,未参评,0,354000,0.00,"4,007,929.33",GLF,Regional
598,2160,河南省青少年发展基金会,9.0,,1.0,0.0,公募,2005年08月15日,,未参评,20223903.77,0,0.00,"31,725,981.95",GLF,Regional
599,2163,河南省黄河文化基金会,2.0,,0.0,0.0,公募,2007年01月10日,,未参评,0,0,0.00,"4,081,523.33",GLF,Regional
600,2167,泉州九中柳文拐助学奖学奖教基金会,1.0,,0.0,0.0,非公募,2009年04月21日,,未参评,0,21657,0.00,"2,790,292.77",NGF,Regional
601,2176,泛海公益基金会,3.0,,0.0,0.0,非公募,2010年10月25日,,4A,0,24000000,0.00,"200,980,614.24",NGF,National
602,2178,泰安市教育基金会,2.0,,0.0,0.0,公募,2007年11月28日,,未参评,0,1054908.9,0.00,"4,808,002.17",GLF,Regional
603,2179,泰安市社会治安见义勇为奖励基金会,1.0,,1.0,0.0,公募,1996年07月01日,,未参评,0,1817175,0.00,"8,002,975.93",GLF,Regional
604,2188,洛阳市河洛文物保护基金会,0.0,,0.0,0.0,非公募,2012年08月02日,,未参评,0,150000,0.00,"2,041,814.05",GLF,Regional
605,2191,济仁慈善基金会,10.0,,0.0,0.0,非公募,2011年11月09日,,未参评,276762,3421242,0.00,"20,047,356.44",NGF,National
606,2193,济南大学教育发展基金会,0.0,,0.0,0.0,非公募,2013年06月24日,,未参评,1790300,919151.02,0.00,"5,390,681.36",GLF,Regional
607,2194,济南市残疾人福利基金会,10.0,,0.0,0.0,公募,2003年12月01日,,未参评,2828683.6,7208675.65,"1,190,576.71","18,940,824.35",GLF,Regional
608,2195,济南市见义勇为基金会,3.0,,1.0,0.0,公募,2006年10月31日,,未参评,0,231000,0.00,"10,989,676.65",GLF,Regional
609,2196,济宁市见义勇为基金会,2.0,,0.0,0.0,公募,2013年07月26日,,未参评,0,367081.42,0.00,"4,238,508.24",GLF,Regional
610,2197,济源市宝之源慈善基金会,2.0,,0.0,0.0,非公募,2012年01月12日,,未参评,0,0,0.00,"2,018,792.3",NGF,Regional
611,2199,浙江一开慈善基金会,0.0,,0.0,0.0,非公募,2007年02月12日,,,0.00,0.00,0.00,"42,000",NGF,Regional
612,2201,浙江中信金通教育基金会,0.0,,0.0,0.0,非公募,2008年07月29日,,,0.00,0.00,0.00,"8,500,152.87",NGF,Regional
613,2205,浙江健怡慈善基金会,1.0,,0.0,0.0,非公募,2012年04月16日,,未参评,0,0,0.00,"334,943.33",NGF,Regional
614,2212,浙江华汇建设美好生活基金会,1.0,,0.0,0.0,非公募,2011年03月01日,,未参评,0,581330.01,0.00,"3,193,378.69",NGF,Regional
615,2220,浙江大学教育基金会,40.0,,0.0,1.0,非公募,2006年07月27日,,5A,452414117.86,0,0.00,"1,761,745,131.4",GLF,National
616,2229,浙江工业大学教育基金会,3.0,,0.0,0.0,非公募,2012年10月14日,,未参评,4227368.18,0,0.00,"18,794,098.81",GLF,Regional
617,2238,浙江横店文荣慈善基金会,1.0,,0.0,0.0,非公募,2007年12月17日,,4A,0,4324640,0.00,"3,371,583.39",NGF,Regional
618,2242,浙江永强慈善基金会,0.0,,0.0,0.0,非公募,2009年07月01日,,未参评,0,1000000,0.00,"742,688.19",NGF,Regional
619,2265,浙江省合盛慈善基金会,0.0,,0.0,0.0,非公募,2013年11月27日,,未参评,0,20000,0.00,"1,992,929.12",NGF,Regional
620,2267,浙江省和平慈善基金会,3.0,,0.0,0.0,非公募,2013年06月05日,,未参评,0,4084801.56,0.00,"3,136,208.21",NGF,Regional
621,2268,浙江省国际茶人之家基金会,0.0,,6.0,0.0,非公募,1995年06月19日,,未参评,0,0,0.00,"2,577,420.22",NGF,Regional
622,2268,浙江省国际茶人之家基金会,0.0,,6.0,0.0,非公募,1995年06月19日,,未参评,0,0,0.00,"2,577,420.22",NGF,Regional
623,2276,浙江省富阳市老龄事业发展基金会,3.0,,0.0,0.0,公募,2013年06月05日,,未参评,0,0,"1,120,000.00","8,671,861.74",GLF,Regional
624,2288,浙江省新台州人健康救助基金会,7.0,,0.0,0.0,非公募,2011年07月04日,,未参评,0,619701.15,0.00,"5,724,562.45",NGF,Regional
625,2289,浙江省新浙商创业创新基金会,0.0,,0.0,0.0,非公募,2008年02月19日,,未参评,0,21999,0.00,"1,563,192.25",GLF,Regional
626,2294,浙江省理想慈善基金会,3.0,,0.0,0.0,非公募,2010年05月21日,,未参评,0,476633.85,0.00,"343,245.41",NGF,Regional
627,2295,浙江省瑞安中学教育发展基金会,3.0,,0.0,0.0,非公募,2013年01月14日,,,0.00,"7,215,198.70",0.00,"11,885,406.5",GLF,Regional
628,2300,浙江省网易慈善基金会,0.0,,0.0,0.0,非公募,2009年05月04日,,未参评,0,2350000,0.00,"10,014,131.93",NGF,Regional
629,2302,浙江省职工送温暖基金会,0.0,,1.0,0.0,公募,1992年07月23日,,未参评,0,0,0.00,"11,058,142.83",GLF,Regional
630,2303,浙江省舟山中学教育发展基金会,0.0,,0.0,0.0,非公募,2011年04月21日,,未参评,0,0,0.00,"1,709,210.23",GLF,Regional
631,2307,浙江省金融教育基金会,2.0,,0.0,0.0,公募,1993年09月18日,,3A,0,5516310.4,0.00,"36,248,728.59",GLF,Regional
632,2311,浙江省青少年英才奖励基金会,0.0,,0.0,0.0,公募,1992年06月23日,,未参评,2366269.76,0,0.00,"7,306,207.19",GLF,Regional
633,2312,浙江省青年创业就业基金会,0.0,,1.0,0.0,公募,2009年12月28日,,5A,3461559.55,315250,0.00,"18,272,309.58",GLF,Regional
634,2313,浙江省革命老区发展基金会,0.0,,0.0,0.0,公募,2011年06月01日,,3A,0,4083800,"200,000.00","20,389,028.57",GLF,Regional
635,2320,浙江萤火虫慈善基金会,1.0,,0.0,0.0,非公募,2007年10月30日,,未参评,0,0,0.00,"1,086,057.33",NGF,Regional
636,2378,润慈公益基金会,1.0,,0.0,0.0,非公募,2013年06月04日,,,0,0,0.00,"10,583,170.73",NGF,National
637,2379,淄博市淄川区杨寨爱心救助基金会,2.0,,0.0,0.0,非公募,2007年05月24日,,未参评,0,0,0.00,"2,137,423.26",GLF,Regional
638,2380,淄博市见义勇为基金会,2.0,,0.0,0.0,公募,2005年12月22日,,未参评,0,0,0.00,"16,516,806.95",GLF,Regional
639,2473,清华大学教育基金会,38.0,,0.0,0.0,非公募,1994年01月25日,,5A,971842795.71,210302334.33,0.00,"5,193,653,740.4",GLF,National
640,2481,温州市人民教育基金会,3.0,,0.0,0.0,公募,1989年01月08日,,4A,5193264.7,2577302,0.00,"67,311,502.83",GLF,Regional
641,2485,温州市实验中学教育发展基金会,1.0,,0.0,0.0,非公募,2011年06月01日,,未参评,772692.4,0,0.00,"11,085,538.32",GLF,Regional
642,2509,湖北省仙桃见义勇为基金会,4.0,,0.0,0.0,公募,2012年12月24日,,5A,0,13000,"250,000.00","8,472,759.34",GLF,Regional
643,2519,湖北省夷陵中学教育发展基金会,1.0,,0.0,0.0,非公募,2012年02月09日,,未参评,0,2697000,0.00,"7,133,688.77",GLF,Regional
644,2527,湖北省教育基金会,5.0,,1.0,0.0,公募,2004年03月01日,,3A,0,15408838.13,0.00,"111,324,687.31",GLF,Regional
645,2528,湖北省文化艺术发展基金会,1.0,,0.0,0.0,公募,1994年01月03日,,未参评,0,0,0.00,"23,748.21",GLF,Regional
646,2532,湖北省洪湖丰森助学基金会,3.0,,0.0,0.0,非公募,2012年10月25日,,未参评,0,128000,0.00,"2,100,175.11",NGF,Regional
647,2534,湖北省炎帝神农故里建设基金会,0.0,,0.0,0.0,公募,2009年03月03日,,4A,0,550000,0.00,"11,330,774.21",GLF,Regional
648,2534,湖北省炎帝神农故里建设基金会,0.0,,0.0,0.0,公募,2009年03月03日,,4A,0,550000,0.00,"11,330,774.21",GLF,Regional
649,2540,湖北省见义勇为基金会,2.0,,1.0,1.0,公募,1995年11月14日,,4A,0,100000,"1,900,000.00","70,473,110.58",GLF,Regional
650,2542,湖北省青少年发展基金会,11.0,,2.0,0.0,公募,1992年06月20日,,5A,61438964.93,832852.73,"319,500.00","74,040,983.4",GLF,Regional
651,2586,湖南省志愿服务基金会,6.0,,2.0,1.0,公募,2011年06月22日,,未参评,0,1498340.23,0.00,"5,256,306.03",GLF,Regional
652,2631,湖南飞翔公益基金会,0.0,,0.0,0.0,非公募,2004年12月02日,,未参评,0,36000000,0.00,"51,201,274.19",NGF,Regional
653,2640,滨州市见义勇为基金会,2.0,,0.0,0.0,公募,2010年06月11日,,未参评,0,0,0.00,"11,095,415.53",GLF,Regional
654,2641,滨州市黄河文化基金会,3.0,,0.0,0.0,非公募,2007年04月29日,,未参评,0,100000,0.00,"2,003,011.78",GLF,Regional
655,2644,漳州市李瑞河茶文化教育基金会,4.0,,0.0,0.0,非公募,2010年11月25日,,1A,0,200000,0.00,"2,174,568.74",NGF,Regional
656,2645,漳州市见义勇为基金会,5.0,,0.0,0.0,公募,1993年04月18日,,未参评,0,0,"402,882.34","15,632,898.56",GLF,Regional
657,2646,潍坊市人口关爱基金会,3.0,,0.0,0.0,公募,2008年05月27日,,未参评,0,2500000,"300,000.00",0,GLF,Regional
658,2647,潍坊市见义勇为基金会,0.0,,3.0,0.0,公募,2013年10月15日,,未参评,0,0,0.00,"9,852,738.58",GLF,Regional
659,2648,潍坊市铭仁文化发展基金会,4.0,,0.0,0.0,非公募,2006年10月09日,,未参评,0,179776,0.00,"2,439,241.06",NGF,Regional
660,2663,烟台大学教育发展基金会,2.0,,0.0,0.0,非公募,2013年11月22日,,未参评,0,2063476.7,0.00,"4,117,830.57",GLF,Regional
661,2664,烟台市枫林公益基金会,1.0,,0.0,0.0,非公募,2010年08月03日,,未参评,0,2290567.17,0.00,"2,634,987.63",NGF,Regional
662,2665,烟台市见义勇为基金会,3.0,,0.0,0.0,公募,2010年07月13日,,未参评,0,500000,0.00,"15,373,808.76",GLF,Regional
663,2666,爱佑慈善基金会,39.0,,0.0,0.0,非公募,2008年05月06日,,4A,161894423.13,105141490.1,"1,000,000.00","316,592,384.07",NGF,National
664,2668,爱慕公益基金会,1.0,,0.0,0.0,非公募,2013年11月11日,,未参评,907782.5,0,0.00,"37,784,055.56",NGF,National
665,2676,王振滔慈善基金会,3.0,,0.0,0.0,非公募,2006年12月07日,,3A,0,7789000,0.00,"21,484,662.14",NGF,National
666,2682,瑞安市人民教育基金会,3.0,,0.0,0.0,公募,2005年11月28日,,未参评,412500,0,0.00,"137,501,389.28",GLF,Regional
667,2684,瑞安市社会组织发展基金会,1.0,,0.0,0.0,非公募,2013年01月08日,,4A,402400,0,0.00,"4,997,478.31",GLF,Regional
668,2686,甘肃亚太慈善基金会,0.0,,0.0,0.0,非公募,2013年01月31日,,未参评,0,1100000,0.00,"5,811,472.07",NGF,Regional
669,2687,甘肃兴华青少年助学基金会,0.0,,0.0,0.0,非公募,2012年03月12日,,3A,0,1625379.35,0.00,"13,528,068.74",NGF,Regional
670,2689,甘肃国鼎慈善基金会,0.0,,0.0,0.0,非公募,2013年08月05日,,未参评,0,15000,0.00,"2,116,035.36",NGF,Regional
671,2690,甘肃妇女儿童发展基金会,2.0,,3.0,1.0,公募,1997年04月01日,,,0.00,"12,260,695.23",0.00,"9,038,208.96",GLF,Regional
672,2692,甘肃山丹县艾黎文化保护基金会,2.0,,6.0,0.0,非公募,2013年09月16日,,未参评,0,0,0.00,"2,016,726.9",GLF,Regional
673,2693,甘肃恒滨未来四方书画教育发展基金会,1.0,,0.0,1.0,非公募,2009年06月17日,,未参评,0,0,0.00,"3,313,380.87",NGF,Regional
674,2695,甘肃省世恩慈善基金会,3.0,,0.0,0.0,非公募,2009年06月01日,,,"46,970.00","91,600.00",0.00,"2,773,606.25",NGF,Regional
675,2696,甘肃省公安民警英烈基金会,4.0,,2.0,0.0,公募,2009年01月19日,,3A,0,2200000,0.00,"14,913,438.52",GLF,Regional
676,2697,甘肃省兰州市城关区教育发展基金会,0.0,,3.0,0.0,公募,2011年06月21日,,3A,0,652347.5,0.00,"17,237,538.1",GLF,Regional
677,2698,甘肃省兰州市城关区文化产业发展基金会,6.0,,1.0,0.0,公募,2011年01月13日,,3A,0,0,0.00,"3,016,524.34",GLF,Regional
678,2699,甘肃省关心下一代基金会,0.0,,18.0,0.0,公募,2013年12月25日,,未参评,0,301350,0.00,"4,941,408.14",GLF,Regional
679,2700,甘肃省天水市伏羲赡老助学基金会,0.0,,0.0,0.0,非公募,1983年10月08日,,3A,0,0,0.00,"4,881,232.29",NGF,Regional
680,2701,甘肃省扶贫基金会,10.0,,0.0,0.0,公募,1990年01月01日,,3A,0,1409827.08,"192,968.00","10,066,805.19",GLF,Regional
681,2703,甘肃省教师发展基金会,0.0,,0.0,1.0,公募,1988年05月01日,,未参评,0,0,0.00,"14,225,928.11",GLF,Regional
682,2704,甘肃省残疾人福利基金会,14.0,,0.0,0.0,公募,2007年11月29日,,,"31,607,504.93","802,841.46","2,222,158.48","9,467,416.08",GLF,Regional
683,2705,甘肃省治理荒漠化基金会,8.0,,1.0,0.0,公募,2008年11月06日,,4A,0,2221405,0.00,"6,721,236.98",GLF,Regional
684,2708,甘肃省绿化基金会,4.0,,0.0,0.0,公募,2007年09月06日,,3A,0,0,"315,000.00","5,096,789.24",GLF,Regional
685,2710,甘肃省老年基金会,5.0,,0.0,0.0,公募,1988年06月18日,,2A,0,0,0.00,"6,070,495.02",GLF,Regional
686,2711,甘肃省见义勇为基金会,5.0,,2.0,1.0,公募,1992年01月01日,,未参评,0,0,"1,500,000.00","14,740,767.26",GLF,Regional
687,2712,甘肃省青少年发展基金会,5.0,,8.0,0.0,公募,1992年08月01日,,未参评,11267422.11,6202.03,0.00,0,GLF,Regional
688,2714,甘肃青年创业就业基金会,0.0,,2.0,0.0,公募,2011年03月28日,,未参评,0,0,0.00,"4,347,620.51",GLF,Regional
689,2715,甘肃黄河之子保护黄河基金会,2.0,,0.0,0.0,非公募,2012年11月11日,,未参评,0,0,0.00,"1,672,958.75",GLF,Regional
690,2716,田汉基金会,6.0,,0.0,0.0,非公募,1995年07月04日,,未参评,0,1424981.8,"900,000.00","2,845,505.52",GLF,National
691,2717,白城市公安民警优抚基金会,3.0,,3.0,0.0,非公募,2012年10月12日,,未参评,0,90000,"970,000.00","2,086,126.38",GLF,Regional
692,2718,白山市公安民警优抚基金会,0.0,,3.0,0.0,公募,2012年02月10日,,未参评,0,100000,0.00,"2,444,276.63",GLF,Regional
693,2720,白银市社会救助基金会,1.0,,2.0,0.0,公募,2008年04月16日,,2A,0,0,0.00,"1,805,380.02",GLF,Regional
694,2740,石狮市蔡友玉教育基金会,1.0,,0.0,0.0,非公募,2006年07月19日,,3A,0,1000000,0.00,"3,345,349.92",NGF,Regional
695,2741,石狮市蔡经阳慈善基金会,0.0,,0.0,0.0,非公募,2010年11月02日,,,0.00,0.00,0.00,"12,931,477.09",NGF,Regional
696,2742,石狮市蔡辉煌教育基金会,0.0,,0.0,0.0,非公募,2008年05月06日,,3A,0,0,0.00,"2,393,329.75",NGF,Regional
697,2743,磐安县周大庆体育发展基金会,0.0,,1.0,0.0,非公募,2012年08月03日,,未参评,0,0,0.00,"1,835,134.67",NGF,Regional
698,2745,神华公益基金会,8.0,,0.0,0.0,非公募,2010年07月01日,,5A,7121500,65700000,"1,000,000.00","476,150,293.56",NGF,National
699,2747,福州一中教育发展基金会,4.0,,0.0,0.0,非公募,2013年04月22日,,未参评,0,697200,0.00,"18,190,289.44",GLF,Regional
700,2748,福州大学教育发展基金会,5.0,,0.0,0.0,非公募,2008年05月14日,,4A,4088856.96,35030,0.00,"15,023,315.58",GLF,Regional
701,2749,福州市人口福利基金会,0.0,,0.0,0.0,非公募,2010年11月02日,,未参评,0,346000,0.00,"17,391,097.6",GLF,Regional
702,2751,福州市教育基金会,4.0,,0.0,0.0,非公募,2010年04月20日,,未参评,16076967.12,0,0.00,"45,450,735.33",GLF,Regional
703,2752,福州市鼓楼春芽教育基金会,0.0,,0.0,0.0,非公募,2013年03月18日,,未参评,3648997.7,0,0.00,"7,507,253.42",GLF,Regional
704,2753,福州见义勇为基金会,10.0,,0.0,0.0,公募,1995年08月01日,,未参评,0,186132.4,"3,757,660.00","13,786,729.17",GLF,Regional
705,2755,福建农林大学安溪茶学院教育发展基金会,0.0,,0.0,0.0,非公募,2013年11月08日,,未参评,6100,300000,"696,600.00","9,894,859.15",GLF,Regional
706,2756,福建农林大学教育发展基金会,2.0,,0.0,0.0,非公募,2006年07月01日,,3A,0,1675171.47,0.00,"19,463,554.01",GLF,Regional
707,2758,福建华侨大学教育基金会,0.0,,0.0,0.0,非公募,2006年08月31日,,3A,18093324.67,0,0.00,"161,311,955.68",GLF,Regional
708,2759,福建卢嘉锡科学教育基金会,0.0,,0.0,0.0,非公募,2006年07月27日,,3A,0,250020.8,0.00,"5,336,489.29",NGF,Regional
709,2760,福建卫生职业技术学院教育基金会,1.0,,0.0,0.0,非公募,2012年09月05日,,未参评,0,291093.7,0.00,0,GLF,Regional
710,2762,福建喜盈门慈善基金会,1.0,,0.0,0.0,非公募,2008年07月29日,,未参评,0,1350000,0.00,"2,037,158.74",NGF,Regional
711,2763,福建大丰文化基金会,7.0,,0.0,0.0,非公募,1991年01月08日,,4A,180000,1423000,0.00,"14,029,284.05",NGF,Regional
712,2764,福建宏利基金会,4.0,,0.0,0.0,非公募,1999年06月18日,,3A,0,590000,0.00,"2,132,375.08",NGF,Regional
713,2765,福建富闽基金会,5.0,,0.0,0.0,公募,1993年11月08日,,3A,0,6000000,"782,129.00","297,132,473.1",GLF,Regional
714,2766,福建尚德教育基金会,5.0,,0.0,0.0,非公募,2002年10月09日,,4A,0,3450000,0.00,"51,045,406.83",NGF,Regional
715,2767,福建工程学院教育发展基金会,5.0,,0.0,0.0,非公募,2012年09月04日,,未参评,1020000,8185,0.00,"5,552,021.94",GLF,Regional
716,2768,福建师范大学附属中学正祥教育基金会,1.0,,0.0,0.0,非公募,2013年01月14日,,3A,0,830000,0.00,"11,076,588.27",GLF,Regional
717,2769,福建张天福茶叶发展基金会,2.0,,0.0,0.0,非公募,2008年08月26日,,4A,0,20000,0.00,,NGF,Regional
718,2769,福建张天福茶叶发展基金会,2.0,,0.0,0.0,非公募,2008年08月26日,,4A,0,20000,0.00,"3,271,497.15",NGF,Regional
719,2770,福建新华都慈善基金会,5.0,,0.0,0.0,非公募,2009年09月30日,,未参评,0,300000000,0.00,"334,314,757.73",NGF,Regional
720,2770,福建新华都慈善基金会,5.0,,0.0,0.0,非公募,2009年09月30日,,未参评,0,300000000,0.00,"334,314,757.73",NGF,Regional
721,2772,福建海西青年创业基金会,2.0,,0.0,0.0,非公募,2007年06月01日,,4A,0,922912.14,"407,118.00","7,212,864.36",GLF,Regional
722,2773,福建益闽干部教育基金会,4.0,,0.0,0.0,非公募,2005年12月23日,,3A,0,1000000,0.00,"2,333,642.2",GLF,Regional
723,2775,福建省中小学幼儿教师奖励基金会,3.0,,0.0,0.0,公募,1988年09月30日,,未参评,0,398000,0.00,"21,194,988.1",GLF,Regional
724,2778,福建省侨联事业发展基金会,3.0,,0.0,0.0,非公募,2010年08月20日,,,599574.15,0,0.00,"6,615,910.65",GLF,Regional
725,2780,福建省兴业慈善基金会,1.0,,0.0,0.0,非公募,2009年10月16日,,4A,8326242.23,20555124.29,0.00,"48,914,989.19",NGF,Regional
726,2784,福建省厦门红树林湿地自然保护基金会,1.0,,0.0,0.0,非公募,2006年06月03日,,,0.00,0.00,0.00,,GLF,Regional
727,2784,福建省厦门红树林湿地自然保护基金会,1.0,,0.0,0.0,非公募,2006年06月03日,,,0.00,0.00,0.00,"2,001,700.95",GLF,Regional
728,2786,福建省同心慈善基金会,11.0,,0.0,0.0,非公募,2012年11月05日,,未参评,6340643.42,729219.96,"200,000.00","9,563,690.33",NGF,Regional
729,2788,福建省商盟公益基金会,0.0,,0.0,0.0,非公募,2008年05月14日,,未参评,0,360000,0.00,"2,002,471.6",GLF,Regional
730,2790,福建省妇女儿童发展基金会,3.0,,0.0,0.0,公募,1981年09月01日,,4A,600000,2632237.2,0.00,"18,054,599.46",GLF,Regional
731,2793,福建省志愿服务基金会,3.0,,0.0,0.0,公募,2011年10月28日,,未参评,0,5039039.33,0.00,"8,364,337.56",GLF,Regional
732,2794,福建省恒申慈善基金会,2.0,,0.0,0.0,非公募,2013年10月24日,,未参评,0,5000000,0.00,"5,188,329.45",NGF,Regional
733,2797,福建省教育考试发展基金会,0.0,,0.0,0.0,非公募,2001年12月12日,,未参评,0,0,0.00,"2,819,387.87",GLF,Regional
734,2799,福建省正荣公益基金会,7.0,,0.0,0.0,非公募,2013年03月18日,,未参评,3880186.11,9212608.02,0.00,"6,287,740.02",NGF,Regional
735,2804,福建省海西原生态发展基金会,3.0,,0.0,0.0,非公募,2013年11月27日,,未参评,0,420000,0.00,"2,109,847.09",GLF,Regional
736,2806,福建省漳州中扬梅香慈善基金会,5.0,,0.0,0.0,非公募,2010年10月28日,,未参评,0,25000,0.00,"2,367,078.43",NGF,Regional
737,2811,福建省石狮市卢祖荫教育基金会,0.0,,0.0,0.0,非公募,2008年12月01日,,未参评,0,0,0.00,"5,556,672.58",NGF,Regional
738,2812,福建省石竹慈善基金会,8.0,,0.0,0.0,非公募,2004年02月27日,,未参评,0,10041605,0.00,"7,127,523.68",NGF,Regional
739,2815,福建省见义勇为基金会,9.0,,0.0,0.0,公募,1994年09月13日,,5A,400000,5520080,"2,900,000.00","39,398,380.91",GLF,Regional
740,2817,福建省逸仙教育基金会,0.0,,0.0,0.0,非公募,2009年03月25日,,未参评,0,0,0.00,"7,217,748.71",GLF,Regional
741,2818,福建省邓子基教育基金会,1.0,,0.0,0.0,非公募,2007年06月13日,,3A,0,960000,0.00,"10,105,559.91",NGF,Regional
742,2819,福建省郭文梯教育基金会,3.0,,0.0,0.0,非公募,2004年05月22日,,4A,0,899000,0.00,"12,534,055.52",NGF,Regional
743,2821,福建省闽商文化发展基金会,3.0,,0.0,0.0,非公募,2011年09月03日,,4A,0,200000,0.00,"10,442,599.26",GLF,Regional
744,2822,福建省青少年发展基金会,11.0,,0.0,0.0,,1993年07月15日,,5A,17940856.31,155193.23,"80,000.00","37,277,943.11",GLF,Regional
