,ricf_oid,ba_cn,ba_nfe,ba_gvm,ba_pgv,ba_ntr,ba_fdt,ba_bn,ba_evl,fa_dine_this,fa_dinu_this,cf_govc,fp_tt,sc_gongo,sco_na,Province,ba_age,fa_dint,ba_gvof
997,3310,黑龙江恢先地震工程学基金会,1,0,1,1.0,2002-07-16,25.0,4,0.0,0.0,0.0,712.49,1,0,Heilongjiang,13.0,0.0,01
1001,3433,重庆浙商爱心基金会,3,0,0,1.0,2007-12-10,17.0,3,0.0,2289284.45,0.0,494.09,1,0,Chongqing,8.0,228.93,00
1003,3321,黑龙江省哈尔滨工业大学附属中学校教育发展基金会,4,0,0,0.0,2011-12-11,5.0,4,0.0,12050000.0,0.0,693.17,1,0,Heilongjiang,4.0,1205.0,00
1004,3453,重庆市青年创新创业基金会,7,0,0,1.0,2009-12-07,8.0,5,14103000.0,1964942.97,880.0,2106.14,1,0,Chongqing,6.0,1606.79,00
1007,186,中华文学基金会,23,0,1,1.0,1986-06-14,19.0,1,10500000.0,0.0,0.0,2870.7,1,1,Beijing,29.0,1050.0,01
1010,352,云南省青年创业就业基金会,7,0,0,1.0,2009-12-09,9.0,3,1365804.0,0.0,0.0,819.26,1,0,Yunnan,6.0,136.58,00
1012,1339,山西省文化发展基金会,11,0,0,1.0,2010-12-09,15.0,4,10080000.0,1020000.0,0.0,1470.53,1,0,Shanxi,5.0,1110.0,00
1013,339,云南省杨善洲绿化基金会,6,0,0,1.0,2011-05-26,21.0,5,1901145.3,1322800.0,35.0,938.66,1,0,Yunnan,4.0,322.39,00
1020,1110,天津理工大学教育发展基金会,0,0,0,0.0,2008-02-25,15.0,3,0.0,1038062.0,0.0,620.07,1,0,Tianjin,7.0,103.81,00
1028,70,上海市安济医疗救助基金会,2.0,0,0.0,0.0,2006年03月29日,8.0,4,0.0,4951590.59,0.0,2484.64,1,0,Shanghai,9.0,495.16,00.0
1029,1717,招商局慈善基金会,7,0,0,0.0,2009-06-15,18.0,4,6320000.0,48830000.0,9.66,6265.78,0,1,Guangdong,6.0,5515.0,00
1033,1800,杭州市上城区教育发展基金会,0,0,0,1.0,2005-09-19,21.0,4,2250000.0,14651105.2,0.0,6340.6,1,0,Zhejiang,10.0,1690.11,00
1034,827,南安市芙蓉基金会,13,1,0,0.0,1991-12-31,17.0,5,0.0,5778825.13,0.0,6528.6,0,0,Fujian,24.0,577.88,10
1037,3101,重庆西南大学教育基金会,7,0,0,0.0,2011-08-18,13.0,5,0.0,34513225.28,1.3,7546.38,1,0,Chongqing,4.0,3451.32,00
1038,1184,宁波市镇海区老年福利基金会,1,0,0,1.0,1988-11-30,16.0,4,0.0,850000.0,65.0,1602.95,1,0,Zhejiang,27.0,85.0,00
1041,1254,宝钢教育基金会,5,0,0,0.0,2005-12-20,25.0,4,29000000.0,0.0,0.0,8119.44,0,1,Shanghai,10.0,2900.0,00
1042,3679,辽宁省昌图县教育基金会,1,0,0,1.0,2014-02-14,25.0,1,2218429.4,311520.0,0.0,525.04,1,0,Liaoning,1.0,252.99,00
1048,859,厦门中山医院基金会,5,0,0,0.0,1993-02-06,18.0,3,2296988.0,0.0,0.0,1737.26,1,0,Fujian,22.0,229.7,00
1049,3033,辽宁省青少年发展基金会,7,0,0,1.0,1997-07-07,15.0,5,10996380.2,0.0,115.76,1829.81,1,0,Liaoning,18.0,1099.64,00
1050,3304,黄帝陵基金会,0,1,1,1.0,1992-10-01,25.0,4,0.0,2161670.06,0.0,3747.21,1,0,Shaanxi,23.0,216.17,11
1052,32,上海同济大学教育发展基金会,8.0,0,0.0,0.0,2006年03月26日,19.0,3,142685736.03,-12014829.07,0.0,32928.04,1,0,Shanghai,9.0,13067.09,00.0
1063,961,哈尔滨市道里区慈善基金会,3,0,0,1.0,2000-12-21,5.0,3,0.0,50150.0,0.0,25716.08,1,0,Heilongjiang,15.0,5.01,00
1064,3171,陕西宏府慈善基金会,8,0,0,0.0,2009-06-09,11.0,3,0.0,1300000.0,0.0,397.08,0,0,Shaanxi,6.0,130.0,00
1065,3195,陕西省易信慈善基金会,1,0,0,0.0,2009-10-01,2.0,3,0.0,100.0,0.0,193.67,0,0,Shaanxi,6.0,0.01,00
1066,1085,天津市杨兆兰慈善基金会,0,0,0,0.0,2012-03-06,15.0,3,0.0,861370.0,0.0,224.08,0,0,Tianjin,3.0,86.14,00
1069,1187,宁波鄞州银行公益基金会,8,0,0,0.0,2011-09-02,10.0,4,9530214.1,160870.37,0.0,11418.22,0,0,Zhejiang,4.0,969.11,00
1071,868,厦门市红十字基金会,12,1,0,1.0,1994-04-08,21.0,5,15136075.87,5153090.39,0.0,6626.68,1,0,Fujian,21.0,2028.92,10
1073,2284,浙江省惠民慈善基金会,1,0,0,0.0,2012-09-04,5.0,3,0.0,1500000.0,0.0,306.75,1,0,Zhejiang,3.0,150.0,00
1074,50,上海宋庆龄基金会,13.0,0,0.0,1.0,1993年12月08日,13.0,5,42663868.94,1260861.44,0.0,61575.73,1,0,Shanghai,22.0,4392.47,00.0
1075,752,华民慈善基金会,11,0,0,0.0,2008-03-11,8.0,4,0.0,11200000.0,100.0,2074.03,0,1,Beijing,7.0,1120.0,00
1076,1656,张学良教育基金会,4,0,0,0.0,2006-03-16,17.0,2,7200078.72,7025938.66,0.0,5089.57,1,1,Liaoning,9.0,1422.6,00
1079,2690,甘肃妇女儿童发展基金会,2,3,1,1.0,2006-08-15,10.0,3,0.0,22647165.37,0.0,0.0,1,0,Gansu,9.0,2264.72,31
1081,1096,天津市翔宇教育基金会,3,0,0,0.0,2012-04-10,5.0,4,0.0,7899500.0,0.0,2218.25,0,0,Tianjin,3.0,789.95,00
1083,1103,天津市青年创业就业基金会,3,0,0,1.0,2009-07-01,14.0,5,1200000.0,2956000.0,345.52,1075.28,1,0,Tianjin,6.0,415.6,00
1084,2824,福建省龙岩市李新炎慈善基金会,5,0,0,0.0,2007-06-26,13.0,5,0.0,1018000.0,0.0,14801.85,0,0,Fujian,8.0,101.8,00
1088,745,宁夏回族自治区北方民族大学教育发展基金会,1,0,0,0.0,2012-09-06,20.0,3,0.0,6206000.0,0.0,809.52,1,0,Ningxia,3.0,620.6,00
1093,1627,广西妇女儿童发展基金会,4,4,0,1.0,1982-04-30,21.0,3,0.0,22720724.5,0.0,2558.36,1,0,Guangxi,33.0,2272.07,40
1101,1688,慈溪市老龄事业发展基金会,3,3,0,1.0,2011-12-09,17.0,4,0.0,1000000.0,72.0,1642.02,1,0,Zhejiang,4.0,100.0,30
1108,2759,福建卢嘉锡科学教育基金会,0,0,0,0.0,2006-07-27,8.0,3,0.0,91650.0,0.0,546.78,0,0,Fujian,9.0,9.16,00
1109,3444,重庆市红十字基金会,11,0,0,1.0,2008-04-21,15.0,5,67068864.2,1166249.12,0.0,3747.68,1,0,Chongqing,7.0,6823.51,00
1117,2815,福建省见义勇为基金会,9,0,0,1.0,1994-09-13,21.0,5,268364.3,3152993.73,300.18,4258.17,1,0,Fujian,21.0,342.14,00
1118,262,中国科技馆发展基金会,6,0,0,1.0,2010-11-23,8.0,2,1000000.0,1200000.0,0.0,2696.42,1,1,Beijing,5.0,220.0,00
1137,3157,阿拉善生态基金会,2,0,0,0.0,2011-02-11,25.0,4,0.0,2892611.06,0.0,4078.46,0,0,Neimenggu,4.0,289.26,00
1147,1314,山西省人民教育基金会,4,0,0,1.0,2005-12-16,9.0,4,0.0,3500000.0,0.0,3469.07,1,0,Shanxi,10.0,350.0,00
1148,225,中国和平发展基金会,23,0,0,0.0,2011-01-14,14.0,3,0.0,0.0,0.0,32235.2,1,1,Beijing,4.0,0.0,00
1159,3017,辽宁省残疾人福利基金会,4,0,0,1.0,1985-04-29,14.0,3,4748985.54,19779632.23,0.0,2026.2,1,0,Liaoning,30.0,2452.86,00
1160,2233,浙江慈溪兴业夕阳红基金会,3,0,0,0.0,2005-11-28,5.0,4,0.0,292105.26,0.0,1078.18,0,0,Zhejiang,10.0,29.21,00
1170,193,中南大学教育基金会,7,0,1,0.0,2011-03-04,25.0,4,28600974.0,3040200.0,0.0,29938.84,1,1,Hunan,4.0,3164.12,01
1178,950,哈尔滨医科大学发展基金会,5,0,0,0.0,2010-08-11,24.0,4,0.0,23103000.0,0.0,4981.73,1,0,Heilongjiang,5.0,2310.3,00
1180,2473,清华大学教育基金会,39,0,0,0.0,1994-01-25,25.0,5,1336558687.47,252760061.26,0.0,631833.41,1,1,Beijing,21.0,158931.87,00
1181,197,中国下一代教育基金会,16,0,1,1.0,2010-07-09,15.0,4,72411131.99,1783331.58,0.0,12347.84,1,1,Beijing,5.0,7419.45,01
1182,3426,重庆市丰都教育奖励扶助基金会,4,0,0,1.0,2007-09-07,24.0,4,1489300.0,1621980.0,0.0,963.42,1,0,Chongqing,8.0,311.13,00
1184,945,吴阶平医学基金会,10,0,0,0.0,2002-01-01,19.0,3,71027905.09,0.0,0.0,8346.98,1,1,Beijing,13.0,7102.79,00
1185,1048,大连市残疾人福利基金会,4,0,0,1.0,2006-06-20,6.0,4,5302979.1,116732.3,0.0,554.27,1,0,Liaoning,9.0,541.97,00
1189,2053,河北省德仁慈善基金会,0,0,0,0.0,2012-05-31,9.0,4,0.0,500000.0,0.0,211.12,0,0,Hebei,3.0,50.0,00
1192,3040,辽阳辽化教育奖励基金会,2,0,0,1.0,1990-01-01,5.0,3,0.0,0.0,0.0,404.66,1,0,Liaoning,25.0,0.0,00
1193,1634,广西残疾人福利基金会,3,0,0,1.0,1986-09-01,21.0,5,2327500.0,2233015.6,22.0,953.7,1,0,Guangxi,29.0,456.05,00
1196,1632,广西李宁基金会,7,0,0,0.0,2006-09-08,9.0,4,0.0,1150000.0,0.0,110.81,0,0,Guangxi,9.0,115.0,00
1198,3079,鄂托克旗教育基金会,2,0,0,0.0,2009-11-25,5.0,3,0.0,2110000.0,0.0,1037.53,1,0,Neimenggu,6.0,211.0,00
1200,1070,天津市南开中学教育基金会,2,0,0,0.0,2010-07-27,15.0,4,0.0,41260.0,0.0,7069.19,1,0,Tianjin,5.0,4.13,00
1202,3138,长春建筑学院教育基金会,2,0,0,0.0,2010-06-30,21.0,3,0.0,1520000.0,0.0,1071.38,1,0,Jilin,5.0,152.0,00
1205,60,上海市儿童基金会,0.0,0,1.0,1.0,1992年10月28日,23.0,5,0.0,0.0,0.0,4909.8,1,0,Shanghai,23.0,0.0,01.0
1207,2269,浙江省大爱慈善基金会,3,0,0,0.0,2013-12-01,1.0,5,0.0,4523412.66,0.0,250.27,1,0,Zhejiang,2.0,452.34,00
1213,354,云南聂耳音乐基金会,0,0,0,1.0,2005-05-25,17.0,3,0.0,0.0,5.0,464.51,1,0,Yunnan,10.0,0.0,00
1214,2826,福建省龙岩扶贫基金会,4,0,0,1.0,1991-08-12,12.0,3,0.0,0.0,0.0,850.8,1,0,Fujian,24.0,0.0,00
1215,3399,重庆市扶贫基金会,4,0,0,1.0,1994-09-10,19.0,4,112378430.5,0.0,178.3,9763.94,1,0,Chongqing,21.0,11237.84,00
1216,43,上海复旦大学教育发展基金会,10.0,0,0.0,0.0,2004年06月01日,16.0,5,246182174.34,5089732.81,0.0,59706.42,1,0,Shanghai,11.0,25127.19,00.0
1218,3454,重庆市青少年发展基金会,5,0,0,1.0,2009-07-20,22.0,4,17168765.79,6850.0,50.0,2278.23,1,0,Chongqing,6.0,1717.56,00
1224,3224,陕西荣禾老年基金会,0,0,0,0.0,2010-09-19,5.0,3,0.0,1000000.0,0.0,299.37,0,0,Shaanxi,5.0,100.0,00
1227,75,上海市慈善基金会,67.0,0,0.0,1.0,1994年05月06日,22.0,5,574870715.38,146611693.21,2714.4,267396.1,1,0,Shanghai,21.0,72148.24,00.0
1228,2481,温州市人民教育基金会,3,0,0,1.0,1989-01-08,16.0,4,11824938.28,14300975.69,0.0,8725.46,1,0,Zhejiang,26.0,2612.59,00
1229,1106,天津市鹤童老年公益基金会,1,0,0,0.0,2007-03-05,5.0,4,1198599.55,75006.0,0.0,454.54,0,0,Tianjin,8.0,127.36,00
1230,3214,陕西省西部发展基金会,3,0,0,1.0,2004-12-22,7.0,3,90910.0,337466.0,0.0,429.0,1,0,Shaanxi,11.0,42.84,00
1236,221,中国友好和平发展基金会,13,0,0,1.0,1996-05-15,5.0,4,84439610.52,2250950.92,100.0,20005.58,1,1,Beijing,19.0,8669.06,00
1238,2838,秦皇岛市志愿服务基金会,5,0,0,0.0,2011-07-08,14.0,5,0.0,1455595.7,0.0,553.88,1,0,Hebei,4.0,145.56,00
1241,3010,辽宁省大连海事大学博联助学基金会,0,0,0,0.0,2008-01-08,8.0,3,463000.0,2594.5,0.0,802.19,1,0,Liaoning,7.0,46.56,00
1244,3118,铁岭市公安民警救助基金会,3,0,0,1.0,2009-12-15,3.0,2,0.0,1376500.0,0.0,696.65,1,0,Liaoning,6.0,137.65,00
1246,125,上海浦东新区社会发展基金会,0.0,0,0.0,1.0,1994年04月01日,9.0,4,12008485.17,4351003.5,0.0,10061.02,1,0,Shanghai,21.0,1635.95,00.0
1248,214,中国初级卫生保健基金会,10,0,1,1.0,1996-12-30,21.0,4,1144130784.17,9983424.58,0.0,29925.38,1,1,Beijing,19.0,115411.42,01
1250,2048,河北省公安民警英烈基金会,6,2,0,1.0,2009-01-19,19.0,3,0.0,2263052.0,0.0,1138.34,1,0,Hebei,6.0,226.31,20
1259,2859,老牛基金会,29,0,0,0.0,2007-12-04,10.0,5,0.0,0.0,0.0,159581.09,0,0,Neimenggu,8.0,0.0,00
1261,2937,西北工业大学教育基金会,13,0,0,0.0,2007-05-18,7.0,1,12419025.99,6860863.0,0.0,31825.44,1,0,Shaanxi,8.0,1927.99,00
1262,1076,天津市宁鸿涛助学基金会,0,0,0,0.0,2007-09-08,5.0,3,0.0,0.0,0.0,198.89,1,0,Tianjin,8.0,0.0,00
1263,937,宁夏回族自治区同心县同德公益慈善基金会,0,0,0,0.0,2012-08-31,7.0,3,0.0,25000.0,5.0,205.93,1,0,Ningxia,3.0,2.5,00
1265,94,上海市青少年发展基金会,1.0,0,0.0,1.0,1992年08月10日,19.0,5,13985042.15,5500.0,0.0,14527.81,1,0,Shanghai,23.0,1399.05,00.0
1272,1752,新疆维吾尔自治区资助教育基金会,2,0,0,1.0,2011-06-17,5.0,4,3256425.55,0.0,0.0,460.09,1,0,Xinjiang,4.0,325.64,00
1275,239,中国教育发展基金会,11,0,1,1.0,2003-12-16,18.0,5,237638908.19,381535.48,199400.0,54606.78,1,1,Beijing,12.0,23802.04,01
1278,1097,天津市老年基金会,5,0,0,1.0,1992-07-01,6.0,3,0.0,563500.0,0.0,1720.15,1,0,Tianjin,23.0,56.35,00
1281,3016,辽宁省教育基金会,4,0,0,1.0,1988-09-10,11.0,5,7123309.88,0.0,0.0,2324.55,1,0,Liaoning,27.0,712.33,00
1282,284,中远海运慈善基金会,6,0,0,0.0,2005-12-20,17.0,3,20822822.9,205000.0,0.0,44063.53,0,1,Beijing,10.0,2102.78,00
1283,2997,辽宁光达优抚爱心基金会,2,0,0,0.0,2009-07-30,5.0,3,0.0,0.0,0.0,261.18,0,0,Liaoning,6.0,0.0,00
1284,389,保定军校基金会,8,0,0,0.0,2005-04-14,9.0,4,0.0,45199.37,0.0,411.49,1,0,Hebei,10.0,4.52,00
1285,1337,山西省振兴京剧基金会,1,0,0,0.0,2008-12-08,8.0,3,0.0,0.0,0.0,719.37,1,0,Shanxi,7.0,0.0,00
1287,2800,福建省残疾人福利基金会,8,0,0,1.0,2006-07-21,19.0,5,9366600.0,12839771.46,119.0,2843.79,1,0,Fujian,9.0,2220.64,00
1288,3173,陕西师范大学教育基金会,4,0,0,0.0,2011-02-18,16.0,4,0.0,19742962.89,0.0,3931.08,1,0,Shaanxi,4.0,1974.3,00
1289,1619,广西协力扶助基金会,1,0,1,0.0,2006-12-22,19.0,5,0.0,9530018.42,0.0,837.03,1,0,Guangxi,9.0,953.0,01
1290,1372,巴彦淖尔市人民教育基金会,3,0,0,1.0,1995-05-01,6.0,3,0.0,145200.0,0.0,1207.85,1,0,Neimenggu,20.0,14.52,00
1292,2952,詹天佑科学技术发展基金会,7,0,1,0.0,2005-12-17,23.0,3,0.0,1305339.81,0.0,3486.4,1,1,Beijing,10.0,130.53,01
1295,2978,贵州省贵阳市生态文明基金会,4,1,1,1.0,2007-11-14,23.0,4,30070840.0,0.0,0.0,7265.5,1,0,Guizhou,8.0,3007.08,11
1296,3085,重庆市万州区教育基金会,3,0,0,0.0,2011-09-02,14.0,3,3715000.0,197255.76,0.0,1416.61,1,0,Chongqing,4.0,391.23,00
1297,1095,天津市网球发展基金会,2,0,0,1.0,1999-12-22,5.0,3,0.0,0.0,0.0,1382.34,1,0,Tianjin,16.0,0.0,00
1299,2285,浙江省扶贫基金会,1,0,1,1.0,1992-06-01,12.0,4,0.0,5579380.0,0.0,2400.04,1,0,Zhejiang,23.0,557.94,01
1302,2795,福建省扶贫基金会,8,0,1,1.0,1993-04-27,24.0,5,3441000.0,9014738.0,1197.0,2744.14,1,0,Fujian,22.0,1245.57,01
1307,2312,浙江省青年创业就业基金会,1,1,0,1.0,2009-12-28,21.0,5,2212460.98,0.0,10.0,1469.8,1,0,Zhejiang,6.0,221.25,10
1317,2032,沈阳市教育基金会,9,0,0,1.0,2005-03-23,14.0,5,4200000.0,22393182.15,0.0,3283.29,1,0,Liaoning,10.0,2659.32,00
1319,3497,铁岭市教育基金会,4,0,0,1.0,2007-08-31,17.0,3,2985000.0,0.0,0.0,502.81,1,0,Jiangsu,8.0,298.5,00
1323,241,中国文学艺术基金会,23,0,2,1.0,1994-02-18,24.0,5,34920565.0,34312458.18,13970.95,22219.63,1,1,Beijing,21.0,6923.3,02
1324,90,上海市长宁区教育基金会,0.0,0,0.0,1.0,1992年05月28日,25.0,3,0.0,3512942.4,0.0,3462.49,1,0,Shanghai,23.0,351.29,00.0
1326,1639,广西老年基金会,5,0,1,1.0,1990-05-25,20.0,5,0.0,57184.97,80.0,807.16,1,0,Guangxi,25.0,5.72,01
1329,2240,浙江毓芳慈善基金会,3,0,0,0.0,2010-07-16,6.0,4,0.0,1536804.0,0.0,309.72,0,0,Zhejiang,5.0,153.68,00
1330,319,云南士恒教育基金会,2,0,0,0.0,2009-11-09,6.0,3,0.0,1130000.0,0.0,210.71,0,0,Yunnan,6.0,113.0,00
1335,136,上海真爱梦想公益基金会,56.0,0,0.0,1.0,2008年08月14日,7.0,5,88578110.65,2174288.96,0.0,15513.08,0,0,Shanghai,7.0,9075.24,00.0
1336,3104,重庆金平法学教育基金会,1,0,0,0.0,2010-08-20,13.0,2,0.0,2634300.0,0.0,791.44,1,0,Chongqing,5.0,263.43,00
1340,219,中国华文教育基金会,11,0,1,1.0,2004-09-30,21.0,4,6000000.0,93809734.87,0.0,10980.05,1,1,Beijing,11.0,9980.97,01
1341,1733,新奥公益慈善基金会,5,0,0,0.0,2005-12-25,12.0,5,6386760.0,33171200.0,0.0,3449.85,0,0,Hebei,10.0,3955.8,00
1342,224,中国听力医学发展基金会,10,0,0,1.0,1995-04-06,13.0,2,16366496.26,642612.6,0.0,2009.37,1,1,Beijing,20.0,1700.91,00
1349,2272,浙江省宁海县人民教育基金会,4,0,0,1.0,1989-05-03,24.0,5,37493902.16,367483.37,26.5,4421.39,1,0,Zhejiang,26.0,3786.14,00
1350,826,南安市石井创新社会管理公益基金会,4,0,0,0.0,2012-05-28,20.0,3,0.0,1090000.0,0.0,315.59,1,0,Fujian,3.0,109.0,00
1352,980,四川大学教育基金会,13,0,0,0.0,2010-03-22,15.0,4,81905465.38,0.0,100.0,19445.51,1,1,Sichuan,5.0,8190.55,00
1353,337,云南省扶贫基金会,7,0,3,1.0,1992-11-01,5.0,3,8201000.07,0.0,0.0,2932.15,1,0,Yunnan,23.0,820.1,03
1354,1357,山西省通力达司法救济基金会,0,0,0,0.0,2012-12-06,7.0,3,0.0,183000.0,0.0,226.28,0,0,Shanxi,3.0,18.3,00
1355,2704,甘肃省残疾人福利基金会,15,0,0,1.0,2007-11-29,19.0,5,31395338.78,5325000.0,167.06,990.04,1,0,Gansu,8.0,3672.03,00
1356,2981,贵州省遵义市见义勇为基金会,1,1,0,1.0,2011-09-08,25.0,3,0.0,0.0,0.0,720.48,1,0,Jiangsu,4.0,0.0,10
1359,295,乌兰夫基金会,3,0,1,1.0,1991-08-21,7.0,5,0.0,0.0,0.0,20151.25,1,0,Neimenggu,24.0,0.0,01
1361,3400,重庆孤残儿童援助基金会,1,0,0,1.0,2005-08-24,5.0,4,300000.0,496597.0,0.0,890.96,1,0,Chongqing,10.0,79.66,00
1362,2042,河北慈氏基金会,3,0,0,0.0,2010-12-16,6.0,4,0.0,547915.43,0.0,318.51,0,0,Hebei,5.0,54.79,00
1365,3096,重庆市老年事业发展基金会,7,0,1,1.0,2010-08-05,20.0,3,6672479.08,161000.0,200.0,712.12,1,0,Chongqing,5.0,683.35,01
1366,3364,宁夏回族自治区妇女儿童发展基金会,0,3,0,1.0,1996-08-06,19.0,5,10725370.0,0.0,0.0,2149.63,1,0,Ningxia,19.0,1072.54,30
1369,446,内蒙古自治区扶贫基金会,5,0,1,1.0,1997-07-01,16.0,3,0.0,5533600.0,0.0,767.78,1,0,Neimenggu,18.0,553.36,01
1370,69,上海市奉贤建设工程科学技术发展基金会,0.0,0,0.0,0.0,2005年04月18日,18.0,3,0.0,45000.0,0.0,2435.46,1,0,Shanghai,10.0,4.5,00.0
1372,751,华侨茶业发展研究基金会,3,0,0,0.0,1981-09-08,20.0,3,0.0,690000.0,0.0,2412.53,1,1,Beijing,34.0,69.0,00
1374,2059,河北省新联合公益基金会,5,0,0,0.0,2011-11-14,5.0,4,320000.3,258838.84,50.0,317.73,0,0,Hebei,4.0,57.88,00
1376,335,云南省妇女儿童发展基金会,6,1,0,1.0,1982-07-22,23.0,4,8187907.0,0.0,0.0,2251.31,1,0,Yunnan,33.0,818.79,10
1377,275,中国青少年发展基金会,96,0,0,1.0,1989-03-09,15.0,5,428344137.17,20540228.82,0.0,122319.17,1,1,Beijing,26.0,44888.44,00
1380,217,中国华侨公益基金会,15,0,1,1.0,1988-06-25,25.0,4,188375940.84,989883.34,0.0,23005.94,1,1,Beijing,27.0,18936.58,01
1381,327,云南民族文化发展基金会,7,3,0,1.0,1995-03-01,13.0,4,288830.55,401346.29,0.0,765.21,1,0,Yunnan,20.0,69.02,30
1383,2319,浙江绿色共享教育基金会,3,0,0,0.0,2006-10-08,12.0,5,0.0,4376811.94,0.0,439.77,0,0,Zhejiang,9.0,437.68,00
1390,3094,重庆市科技事业发展基金会,2,0,0,0.0,2011-12-27,11.0,2,0.0,4000.0,20.0,285.73,1,0,Chongqing,4.0,0.4,00
1393,208,中国光华科技基金会,69,0,0,1.0,1993-06-09,10.0,5,711333497.46,0.0,0.0,69762.53,1,1,Beijing,22.0,71133.35,00
1396,1093,天津市第二中学教育发展基金会,0,0,0,0.0,2008-02-25,7.0,3,0.0,0.0,0.0,476.56,1,0,Tianjin,7.0,0.0,00
1401,57,上海市体育发展基金会,8.0,0,0.0,1.0,1992年07月21日,13.0,4,0.0,30773260.42,68.05,42482.12,1,0,Shanghai,23.0,3077.33,00.0
1404,2970,贵州省扶贫基金会,5,0,0,1.0,1996-08-23,8.0,3,1003189396.46,42989.39,0.0,1367.42,1,0,Guizhou,19.0,100323.24,00
1406,2756,福建农林大学教育发展基金会,2,0,0,0.0,2006-07-01,7.0,3,0.0,12827359.28,0.0,1790.42,1,0,Fujian,9.0,1282.74,00
1407,187,中华环境保护基金会,26,0,1,1.0,1993-03-03,18.0,5,78212648.29,283980.36,0.0,16410.88,1,1,Beijing,22.0,7849.66,01
1410,882,友成企业家扶贫基金会,26,0,0,0.0,2007-03-01,17.0,4,28678343.55,965560.96,0.0,16841.68,0,1,Beijing,8.0,2964.39,00
